file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
santali_glossed_1.eaf,11,10000,11000,[S2.2] কিন্তু কে আগে পানি খাবে এটা নিয়ে তাদের মধ্যে ঝগড়া লেগে গেল।,But they quarreled over who would drink the water first.,mɛnkʰan ɔkɔ͡i̯ lahaɾɛ d̪aʔɛː ɲu.ja no̯͡a ni̯͡ɘt̪ɛ ɘkint̪alaɾɛ kɘpɘɾiɘ͡o̯ laga͡ɔ̯ɛna.,mɛnkʰan ɔkɔ-i̯ laha-ɾɛ d̪aʔ-e ɲu-a no̯͡a ni̯͡ɘ-t̪ɛ ɘkin-t̪ala-ɾɛ kɘpɘɾiɘ͡o̯ laga͡ɔ̯-en-a.,mɛnkʰan | ɔkɔ-i̯ | laha-ɾɛ | d̪aʔ-e | ɲu-a | no̯͡a | ni̯͡ɘ-t̪ɛ | ɘkin-t̪ala-ɾɛ | kɘpɘɾiɘ͡o̯ | laga͡ɔ̯-en-a,but | who-EMPH | front-LOC | water-3SG.A | drink-FIN | DEM.PROX | regarding-INS | 3DU-middle-LOC | quarrel | begin-M.PST-FIN,ɘkin = 3DU pronoun; t̪ala 'middle/between'.
santali_glossed_1.eaf,12,11000,12000,[S2.3] বাঘ কিছুতেই শুকরকে আগে পানি পান করতে দিতে চাইলো না।,The tiger did not want to let the pig drink the water first.,t̪ɘɾup̚ʔ ɔkalɛkat̪ɛhɔ̃ suk̚ɾi lahaɾɛ d̪aʔ ɲu ucu ba͡i̯ kʰɔɟlɛna.,t̪ɘɾup̚ʔ ɔka-lɛka-t̪ɛ-hɔ̃ suk̚ɾi laha-ɾɛ d̪aʔ ɲu ucu ba͡i̯ kʰɔɟ-lɛn-a.,t̪ɘɾup̚ʔ | ɔka-lɛka-t̪ɛ-hɔ̃ | suk̚ɾi | laha-ɾɛ | d̪aʔ | ɲu | ucu | ba͡i̯ | kʰɔɟ-lɛn-a,tiger | which-like-INS-also | pig | front-LOC | water | drink | CAUS | NEG | want-M.PST-FIN,ɔkalɛkat̪ɛhɔ̃ = 'in any way at all'.
santali_glossed_1.eaf,13,12000,13000,[S2.4] শুকরও বাঘকে আগে পানি পান করতে দিতে রাজি হলো না।,The pig also refused to let the tiger drink the water first.,suk̚ɾi hɔ̃ t̪ɘɾup̚ʔ lahaɾɛ d̪aʔ ɲu ucu d̪ɔ ba͡i̯ ɾɛbɛnlɛna.,suk̚ɾi hɔ̃ t̪ɘɾup̚ʔ laha-ɾɛ d̪aʔ ɲu ucu d̪ɔ ba͡i̯ ɾɛbɛn-lɛn-a.,suk̚ɾi | hɔ̃ | t̪ɘɾup̚ʔ | laha-ɾɛ | d̪aʔ | ɲu | ucu | d̪ɔ | ba͡i̯ | ɾɛbɛn-lɛn-a,pig | also | tiger | front-LOC | water | drink | CAUS | DET | NEG | agree-M.PST-FIN,
santali_glossed_1.eaf,14,13000,14000,[S2.5] গাছে বসে একদল শকুন তাদের এই ঘটনা দেখছিল।,A group of vultures sitting on the tree was observing their situation.,d̪aɾeɾɛ d̪uɽup̚ʔ kat̪ɛ miʔ ɟʰãk gid̪i d̪ɔ ɘkinaʔ no̯͡a gʰɔʈɔnako ɲɛlɛt̪̚ʔkant̪ãhɛna.,d̪aɾe-ɾɛ d̪uɽup-kat̪ɛ mit̪ʔ ɟʰãk gid̪i d̪ɔ ɘkin-aʔ no̯͡a gʰɔʈɔna-ko ɲɛl-et̪ʔ-kan-t̪ãhɛ-n-a.,d̪aɾe-ɾɛ | d̪uɽup-kat̪ɛ | mit̪ʔ | ɟʰãk | gid̪i | d̪ɔ | ɘkin-aʔ | no̯͡a | gʰɔʈɔna-ko | ɲɛl-et̪ʔ-kan-t̪ãhɛ-n-a,tree-LOC | sit-CVB | one | group | vulture | DET | 3DU-GEN | DEM.PROX | event-3PL.OBJ | see-IPFV-PRS-be-?-FIN,miʔ = mit̪ʔ 'one'. Compound past progressive.
santali_glossed_1.eaf,15,14000,15000,[S2.6] বাঘ ও শুকর মরে গেলে শকুনেরা তাদের মাংস খাবে ভাবছিল।,"When the tiger and the pig would die, vultures were thinking about eating their flesh.",t̪ɘɾup̚ʔ aɾ suk̚ɾikin gɔʲc̚ʔlɛnkʰan gid̪ikod̪ɔ uŋkinaʔ ɟil jɔmko hud̪isɔʔkan t̪ahɛna.,t̪ɘɾup̚ʔ aɾ suk̚ɾi-kin gɔc̚ʔ-lɛn-kʰan gid̪i-ko d̪ɔ uŋkin-aʔ ɟil jɔm-ko hud̪is-ɔʔ-kan t̪ahɛ-n-a.,t̪ɘɾup̚ʔ | aɾ | suk̚ɾi-kin | gɔc̚ʔ-lɛn-kʰan | gid̪i-ko | d̪ɔ | uŋkin-aʔ | ɟil | jɔm-ko | hud̪is-ɔʔ-kan | t̪ahɛ-n-a,tiger | and | pig-3DU | die-M.PST.DU-COND | vulture-3PL | DET | 3DU-GEN | flesh | eat-3PL.A | think-MID-PRS | be-?-FIN,"-kʰan = conditional/temporal 'when, if'."
santali_glossed_1.eaf,16,15000,16000,[S2.7] একসময় বাঘ এটা বুঝতে পারলো এবং শুকরকে বললো।,At some point the tiger understood this and told the pig.,mit̪̚ʔ ɔk̚t̪ɛ t̪ɘɾup̚ʔ nɔa͡i̯ buɟʰhɘ͡o̯ked̪a aɾ suk̚ɾi.jɛ mɛt̪ade.ja.,mit̪ʔ ɔk̚t̪ɛ t̪ɘɾup̚ʔ no̯͡a-i̯ buɟʰhɘ͡o̯-ked-a aɾ suk̚ɾi-e mɛt̪-ad-e-a.,mit̪ʔ | ɔk̚t̪ɛ | t̪ɘɾup̚ʔ | no̯͡a-i̯ | buɟʰhɘ͡o̯-ked-a | aɾ | suk̚ɾi-e | mɛt̪-ad-e-a,one | time | tiger | DEM.PROX-3SG.A | understand-A.PST-FIN | and | pig-3SG.A | say-PRF-OBJ.3SG-FIN,-ad- benefactive/applied past.
santali_glossed_1.eaf,17,16000,17000,[S2.8] এরপর তারা ঝগড়া বন্ধ করে দুজনই পানি পান করলো এবং তৃষ্ণা মেটালো।,Then they stopped fighting and both drank water and quenched their thirst.,no̯͡a t̪a.jɔm unkin kɘpʰɘɾiɘ͡o̯ t̪ʰiɾkat̪ɛ banahɔɽge d̪aʔkin ɲu ked̪a aɾ t̪ɛt̪aŋkin maɾa͡o̯ked̪a.,no̯͡a t̪a.jɔm un-kin kɘpʰɘɾiɘ͡o̯ t̪ʰiɾ-kat̪ɛ bana-hɔɽ-ge d̪aʔ-kin ɲu-ked-a aɾ t̪ɛt̪aŋ-kin maɾa͡o̯-ked-a.,no̯͡a | t̪a.jɔm | un-kin | kɘpʰɘɾiɘ͡o̯ | t̪ʰiɾ-kat̪ɛ | bana-hɔɽ-ge | d̪aʔ-kin | ɲu-ked-a | aɾ | t̪ɛt̪aŋ-kin | maɾa͡o̯-ked-a,DEM.PROX | after | DEM-3DU | quarrel | stop-CVB | two-person-EMPH | water-3DU | drink-A.PST-FIN | and | thirst-3DU | satisfy-A.PST-FIN,
santali_glossed_1.eaf,18,17000,18000,[S3.1] মোবাইল দিয়ে সহজেই দূরের মানুষের সাথে কথা বলা যায়।,It is easy to talk to the distant people with a mobile.,mobaĭlt̪ɛ sɘŋgiɲɾɛn hɔɽ sã͡ɔ̯t̪ɛhɔ̃ kat̪ʰam ɾɔɽ d̪aɽe.jaʔa.,mobaĭl-t̪ɛ sɘŋgiɲ-ɾɛn hɔɽ sã͡ɔ̯t̪ɛ-hɔ̃ kat̪ʰa-m ɾɔɽ d̪aɽe-aʔ-a.,mobaĭl-t̪ɛ | sɘŋgiɲ-ɾɛn | hɔɽ | sã͡ɔ̯t̪ɛ-hɔ̃ | kat̪ʰa-m | ɾɔɽ | d̪aɽe-aʔ-a,mobile-INS | far-GEN.HUM | person | with-also | talk-2SG.A | speak | able-?-FIN,-m = 2SG agentive index? OR genitive linker; flagged as ?? in fine analysis.
santali_glossed_1.eaf,19,18000,19000,[S3.2] আত্নীয়-স্বজনের খোঁজখবর নেওয়া যায়।,Relatives can be inquired through mobile.,mobaĭlt̪ɛ pɛɽako̯͡aʔ boge ɟud̪ɘhɔm baɖa͡i̯ d̪aɽe.jaʔa.,mobaĭl-t̪ɛ pɛɽa-ko-aʔ boge ɟud̪ɘ-hɔm baɖa͡i̯ d̪aɽe-aʔ-a.,mobaĭl-t̪ɛ | pɛɽa-ko-aʔ | boge | ɟud̪ɘ-hɔm | baɖa͡i̯ | d̪aɽe-aʔ-a,mobile-INS | relative-3PL-GEN | good | news-also | know | able-?-FIN,ɟud̪ɘ-hɔm: -hɔm 'also'.
santali_glossed_1.eaf,20,19000,20000,"[S3.3] মোবাইলে গান শোনা যায়, ছবি তোলা যায়, সিনেমা ও নাটক দেখা যায়।","Mobile can be used to listen to music, take pictures and watch movies.","mobaĭlt̪ɛ seɾeɲ aɲɟɔmɔʔa, pʰɔʈɔ ɾakabɔʔa, senema aɾ naʈɔk̚ ɲɛlɔ.a.","mobaĭl-t̪ɛ seɾeɲ aɲɟɔm-ɔʔ-a, pʰɔʈɔ ɾakab-ɔʔ-a, senema aɾ naʈɔk̚ ɲɛl-ɔ-a.",mobaĭl-t̪ɛ | seɾeɲ | aɲɟɔm-ɔʔ-a | pʰɔʈɔ | ɾakab-ɔʔ-a | senema | aɾ | naʈɔk̚ | ɲɛl-ɔ-a,mobile-INS | song | listen-MID-FIN | photo | lift-MID-FIN | cinema | and | drama | see-MID-FIN,-ɔʔ-/-ɔ- middle/passive marker.
santali_glossed_1.eaf,21,20000,21000,[S3.4] এছাড়া হিসাব করা যায় ও সময় দেখা যায় মোবাইলে।,"Besides, numbers can be calculated and the time can be checked on the mobile.",mobaĭlt̪ɛm hisɘb d̪aɽeo̯͡aʔa aɾ ɔk̚t̪ɛhɔm baɖa͡i̯ d̪aɽe.jaʔa.,mobaĭl-t̪ɛ-m hisɘb d̪aɽe-o̯͡aʔ-a aɾ ɔk̚t̪ɛ-hɔm baɖa͡i̯ d̪aɽe-aʔ-a.,mobaĭl-t̪ɛ-m | hisɘb | d̪aɽe-o̯͡aʔ-a | aɾ | ɔk̚t̪ɛ-hɔm | baɖa͡i̯ | d̪aɽe-aʔ-a,mobile-INS-2SG | calculation | able-?-FIN | and | time-also | know | able-?-FIN,
santali_glossed_1.eaf,22,21000,22000,"[S3.5] প্রথম প্রথম দাম বেশি ছিল, তাই বেশিরভাগ মানুষ মোবাইল কিনতে পারতো না।",Initially the price was high so most people could not afford the mobile.,"pɘhil pɘhil d̪ɔ mobaĭlɾe.jaʔ d̪am ɘɖi ɟɘst̪i t̪ahɛ̃kana, ɔna i͡ɘt̪ɛ hɔɽd̪ɔ mobaĭl baku kiɾiɲ d̪aɽe.jaʔkant̪ahɛ̃na.","pɘhil pɘhil d̪ɔ mobaĭl-ɾe-aʔ d̪am ɘɖi ɟɘst̪i t̪ahɛ̃-kan-a, ɔna i͡ɘt̪ɛ hɔɽ d̪ɔ mobaĭl ba-ku kiɾiɲ d̪aɽe-aʔ-kan-t̪ahɛ̃-n-a.",pɘhil | pɘhil | d̪ɔ | mobaĭl-ɾe-aʔ | d̪am | ɘɖi | ɟɘst̪i | t̪ahɛ̃-kan-a | ɔna | i͡ɘt̪ɛ | hɔɽ | d̪ɔ | mobaĭl | ba-ku | kiɾiɲ | d̪aɽe-aʔ-kan-t̪ahɛ̃-n-a,first | first | DET | mobile-LOC-GEN | price | very | high | be-PRS-FIN | DEM.DIST | because | person | DET | mobile | NEG-3PL.A | buy | able-?-PRS-PST-?-FIN,-ɾe = LOC variant; baku = ba (NEG) + ku (3PL).
santali_glossed_1.eaf,23,22000,23000,[S3.6] তখন দোকানে গিয়ে টাকা দিয়ে কথা বলতে হতো।,"At that time, we had to go to the shop and talk with money.",unɾɛ d̪ɔkanɾɛ cala͡o̯kat̪ɛt̪̚ʔ ʈakat̪ɛ kat̪ʰa ɾɔɽ ho.joʔkan t̪ahɛ̃na.,un-ɾɛ d̪ɔkan-ɾɛ calaʔ-o-kat̪ɛ ʈaka-t̪ɛ kat̪ʰa ɾɔɽ ho.j-ɔʔ-kan t̪ahɛ̃-n-a.,un-ɾɛ | d̪ɔkan-ɾɛ | calaʔ-o-kat̪ɛ | ʈaka-t̪ɛ | kat̪ʰa | ɾɔɽ | ho.j-ɔʔ-kan | t̪ahɛ̃-n-a,DEM-LOC | shop-LOC | go-?-CVB | money-INS | talk | speak | happen-MID-PRS | be-?-FIN,
santali_glossed_1.eaf,24,23000,24000,[S3.7] কিন্তু এখন বেশিরভাগ মানুষের কাছেই মোবাইল আছে।,But now most people have mobile phones.,mɛnkʰan nit̪̚ d̪ɔ ɖʰeɾ hɔɽ ʈʰɛnge mobaĭl mena.a.,mɛnkʰan nit̪ʔ d̪ɔ ɖʰeɾ hɔɽ ʈʰɛn-ge mobaĭl mena-a.,mɛnkʰan | nit̪ʔ | d̪ɔ | ɖʰeɾ | hɔɽ | ʈʰɛn-ge | mobaĭl | mena-a,but | now | DET | many | person | DAT-EMPH | mobile | exist-FIN,mena = existential 'there is'.
santali_glossed_1.eaf,25,24000,25000,[S3.8] মোবাইলের মাধ্যমে এখন টাকা দেওয়া ও নেওয়া যায়।,Money can now be paid and received through mobile.,moba͡i̯ltege nit̪̚ d̪ɔ ʈaka kolo.a aɾ ʈaka ɲamɔ.a.,moba͡i̯l-te-ge nit̪ʔ d̪ɔ ʈaka kolo-a aɾ ʈaka ɲam-ɔ-a.,moba͡i̯l-te-ge | nit̪ʔ | d̪ɔ | ʈaka | kolo-a | aɾ | ʈaka | ɲam-ɔ-a,mobile-INS-EMPH | now | DET | money | send-FIN | and | money | get-MID-FIN,
santali_glossed_1.eaf,26,25000,26000,[S3.9] মোবাইলে ইন্টারনেট ব্যবহার করা/ চালানো যায়।,The Internet can be used/ run on mobile.,mobaĭlɾɛ inʈaɾneʈ̚hɔ̃ku bɛbɔhaɾa.,mobaĭl-ɾɛ inʈaɾneʈ̚-hɔ̃-ku bɛbɔhaɾ-a.,mobaĭl-ɾɛ | inʈaɾneʈ̚-hɔ̃-ku | bɛbɔhaɾ-a,mobile-LOC | internet-also-3PL.A | use-FIN,Loanword bɛbɔhaɾ < Beng. byabahār 'use'.
santali_glossed_1.eaf,27,26000,27000,[S3.10] ইন্টারনেটে/ অনলাইনে পড়াশোনা করা যায়।,We can even study on the internet/ online.,inʈaɾneʈ̚t̪ɛm ɔlɔʔ paɽha͡o̯ d̪aɽe.jaʔa.,inʈaɾneʈ̚-t̪ɛ-m ɔlɔʔ paɽha͡o̯ d̪aɽe-aʔ-a.,inʈaɾneʈ̚-t̪ɛ-m | ɔlɔʔ | paɽha͡o̯ | d̪aɽe-aʔ-a,internet-INS-2SG | read | study | able-?-FIN,
santali_glossed_1.eaf,28,27000,28000,[S4.1] একদিন একটা কাকের খুব পিপাসা/ পানির তৃষ্ণা পেল।,One day a crow got very thirsty for water.,mit̪̚ʔd̪in mĭt̪̚ʔʈɛn kɘhũ ɘɖiː ãːʈ t̪et̪aŋked̪e.ja.,mit̪ʔ-d̪in mit̪ʔ-ʈɛn kɘhũ ɘɖi ãːʈ t̪et̪aŋ-ked-e-a.,mit̪ʔ-d̪in | mit̪ʔ-ʈɛn | kɘhũ | ɘɖi | ãːʈ | t̪et̪aŋ-ked-e-a,one-day | one-CLF.HUM | crow | very | much | thirst-A.PST-OBJ.3SG-FIN,
santali_glossed_1.eaf,29,28000,29000,[S4.2] এদিকে ওইদিকে তাকিয়ে সে উঠানে একটি মাটির কলসি দেখতে পেল।,"Meanwhile, looking here and there, it saw an earthen pitcher in the yard.",hant̪ɛnat̪ɛ kɔ.jɔʔbaɽa kat̪ɛ unid̪ɔ ɾacaɾɛ mit̪̚ʔʈɛn hasaɾe.jaʔ kanɖa͡i̯ ɲɛlɲamked̪a.,hant̪ɛ-nat̪ɛ kɔ.j-ɔʔ-baɽa-kat̪ɛ uni d̪ɔ ɾaca-ɾɛ mit̪ʔ-ʈɛn hasa-ɾe-aʔ kanɖa-i̯ ɲɛl-ɲam-ked-a.,hant̪ɛ-nat̪ɛ | kɔ.j-ɔʔ-baɽa-kat̪ɛ | uni | d̪ɔ | ɾaca-ɾɛ | mit̪ʔ-ʈɛn | hasa-ɾe-aʔ | kanɖa-i̯ | ɲɛl-ɲam-ked-a,here-there | look-MID-around-CVB | 3SG.DEM | DET | yard-LOC | one-CLF.HUM | earth-LOC-GEN | pitcher-3SG.A | see-find-A.PST-FIN,ɲɛl-ɲam = compound V 'see-find'.
santali_glossed_1.eaf,30,29000,30000,[S4.3] কিন্তু পানি ছিল কলসির একেবারে নিচে/ তলায়।,But the water was at the bottom of the pitcher.,mɛnkʰan d̪aʔd̪ɔ t̪ahɛkana kanɖaɾe.jaʔ ɛkalt̪ɛ lat̪aɾ ɟalat̪̚ʔɾɛ.,mɛnkʰan d̪aʔ d̪ɔ t̪ahɛ-kan-a kanɖa-ɾe-aʔ ɛkal-t̪ɛ lat̪aɾ ɟalat̪ʔ-ɾɛ.,mɛnkʰan | d̪aʔ | d̪ɔ | t̪ahɛ-kan-a | kanɖa-ɾe-aʔ | ɛkal-t̪ɛ | lat̪aɾ | ɟalat̪ʔ-ɾɛ,but | water | DET | be-PRS-FIN | pitcher-LOC-GEN | completely-INS | below | bottom-LOC,
