dataset_file,generated_id,generated_santali,generated_english,generated_bangla,best_gt_source,best_gt_id,best_gt_santali,best_gt_english,best_gt_bangla,combined_score,english_word_score,english_overlap_score,bangla_overlap_score,santali_overlap_score,content_word_overlap,content_jaccard,exact_santali_match,exact_english_match,exact_bangla_match,strict_reviewable,weak_auto_match
santali_synthetic_40k_sentences.csv,SYN-00163,ona dɔ ba-ŋ rotho kan-a,That is not burly.,ওটা বলিষ্ঠ নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00177,ḍhip-re thobla banuʔ-a,There is no cluster in/at island.,দ্বীপ-তে থোকা নেই।,Santali_dataset_parsed.csv,689,baŋ ceka.a.,Officer: No problem.,অফিসার: অসুবিধা নেই।,0.2598,0.0000,0.0000,0.2887,0.2582,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00178,dhạlu-re cạtrạṛia minaʔ,There is boor in/at slope.,ঢালু-তে অভদ্র লোক আছে।,Santali_dataset_parsed.csv,1102,ʈʰikge.ja.,Parent: All right.,অভিভাবক: ঠিক আছে।,0.2324,0.0000,0.0000,0.2582,0.0000,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00183,nɔa dɔ bakea kan-a,This is trumpet.,"এটা তুরহী, ভেরী।",Santali_dataset_parsed.csv,607,nɔ̯͡a d̪ɔ ɘɖit̪ɛt̪̚ʔ bɘɽiʲc̚ʔ kɘmi kana.,It's a heinous work.,এটা একটা জঘন্য কাজ।,0.2598,0.0000,0.0000,0.2887,0.0000,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00202,ona dɔ ba-ŋ ḍhạṭhi kan-a,That is not inexorable.,ওটা অনমনীয় নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00204,nɔa dɔ usạta bakea kan-a,This is a faded trumpet.,"এটা ম্লান তুরহী, ভেরী।",output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2357,0.0000,0.0000,0.0000,0.4714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00221,ona dɔ abol kan-a,That is weak.,ওটা দুর্বল।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00249,ona dɔ phạṛi kan-a,That is shoulder.,ওটা কাঁধ।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00252,ona dɔ bạdhi dɔ ba-ŋ kan-a,That is not bandger.,ওটা ব্যান্ডেজ নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00254,nɔa dɔ ba-ŋ bilbilạu kan-a,This is not panic-stricken.,এটা আতঙ্কিত নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00261,ona dɔ ḍhoṅga kan-a,That is dugout (canoe).,ওটা ডোঙা নৌকা।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00275,nɔa dɔ e̱k jo̱nto̱r kan-a,This is alike.,এটা একই রকম।,Santali_dataset_parsed.csv,607,nɔ̯͡a d̪ɔ ɘɖit̪ɛt̪̚ʔ bɘɽiʲc̚ʔ kɘmi kana.,It's a heinous work.,এটা একটা জঘন্য কাজ।,0.2598,0.0000,0.0000,0.2887,0.0000,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00294,ona dɔ ṭạṅgi dɔ ba-ŋ kan-a,That is not dovecot.,ওটা কবুতরখানা নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00305,ona dɔ poṇḍ po̱rdho̱l dɔ ba-ŋ kan-a,That is not leucorrhoea.,ওটা শ্বেতপ্রদর নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2673,0.0000,0.0000,0.0000,0.5345,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00317,ona dɔ ba-ŋ be̱juri kan-a,That is not unequal.,ওটা অসমান নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00348,ona dɔ go̱ro̱b dɔ ba-ŋ kan-a,That is not foetus.,ওটা ভ্রূণ নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00365,nɔa dɔ borga dɔ ba-ŋ kan-a,This is not rafter.,এটা কড়ি নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00379,ona dɔ bolahaṭ kan-a,That is summons.,ওটা তলব।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00397,nɔa dɔ ḍabha kan-a,This is pummelo.,এটা বাতাবি লেবু।,Santali_dataset_parsed.csv,607,nɔ̯͡a d̪ɔ ɘɖit̪ɛt̪̚ʔ bɘɽiʲc̚ʔ kɘmi kana.,It's a heinous work.,এটা একটা জঘন্য কাজ।,0.2598,0.0000,0.0000,0.2887,0.0000,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00405,khadrak̕ khodrok̕ me,Please jagged.,খাঁজকাটা।,output_layoutB (1).csv,76,iɲ-lɘgit̪ʔ bint̪i-i̯-me.,Nephew: Pray for me.,[S7.16] ভাতিজা: আমার জন্য আর্শীবাদ/প্রার্থনা করবেন।,0.1291,0.0000,0.0000,0.0000,0.2582,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00414,nɔa dɔ ba-ŋ haḍrap̕ kan-a,This is not forceful.,এটা জোরালো নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00428,ona dɔ mạurạsi jor kan-a,That is a hereditary (of tenures) vigour.,ওটা বংশানুক্রমিক বল / জোর।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2357,0.0000,0.0000,0.0000,0.4714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00434,ona dɔ cirgạl kan-a,That is wary.,ওটা সতর্ক।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00443,ona dɔ nijuạn kan-a,That is pubescent.,ওটা যৌবনপ্রাপ্ত।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00450,ḍobhak̕-re koraṛ banuʔ-a,There is no grandchild in/at puddle.,কাদার গর্ত-তে নাতি-নাতনি নেই।,Santali_dataset_parsed.csv,689,baŋ ceka.a.,Officer: No problem.,অফিসার: অসুবিধা নেই।,0.2121,0.0000,0.0000,0.2357,0.2582,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00452,ona dɔ porja kan-a,That is ryot.,ওটা রায়ত / কৃষক।,Santali_dataset_parsed.csv,774,ɟɔt̪ʰat̪ɛm mɛːnakaʔa.,Farmer 1: You are right.,কৃষক ১: ঠিক বলেছো।,0.2598,0.0000,0.0000,0.2887,0.0000,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00463,ona dɔ jan kan-a,That is creature.,ওটা জীব।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00483,ona dɔ ḍẽ̱hẽ̱ kan-a,That is deformity (protuberant).,ওটা বিকৃতি।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00498,nɔa dɔ tet̕ dɔ ba-ŋ kan-a,This is not abstract noun marker.,এটা বিমূর্ত বিশেষ্য প্রত্যয় নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00506,ḍạṇḍi-re ḍuriạ banuʔ-a,There is no tassel in/at boundary.,সীমানা-তে ঝালর নেই।,Santali_dataset_parsed.csv,689,baŋ ceka.a.,Officer: No problem.,অফিসার: অসুবিধা নেই।,0.2598,0.0000,0.0000,0.2887,0.2582,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00517,darahara oṛak̕-re mara banuʔ-a,There is no villain in/at splendid mansion.,জমকালো প্রাসাদ-তে দুর্বৃত্ত নেই।,Santali_dataset_parsed.csv,689,baŋ ceka.a.,Officer: No problem.,অফিসার: অসুবিধা নেই।,0.2324,0.0000,0.0000,0.2582,0.2357,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00529,nɔa dɔ ge̱ne̱c̕ chiạ kan-a,This is a neat and tidy abomination.,এটা পরিচ্ছন্ন ও পরিপাটি ঘৃণ্য বস্তু।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2357,0.0000,0.0000,0.0000,0.4714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00533,nɔa dɔ ba-ŋ galbajṛi kan-a,This is not pert.,এটা চটপটে নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00535,ona dɔ ḍhạṭhi kan-a,That is inexorable.,ওটা অনমনীয়।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00536,dhuạ̃ dhuṅgiạ-re muruk banuʔ-a,There is no perseverance in/at smoke.,ধোঁয়া-তে অধ্যবসায় নেই।,Santali_dataset_parsed.csv,689,baŋ ceka.a.,Officer: No problem.,অফিসার: অসুবিধা নেই।,0.2598,0.0000,0.0000,0.2887,0.2357,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00538,nɔa dɔ ba-ŋ baḍae kan-a,"This is not cognizant of, to be.",এটা অবগত নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00541,bhugạk̕-re jit ṭupri banuʔ-a,There is no crown in/at cave.,গুহা-তে মুকুট নেই।,Santali_dataset_parsed.csv,689,baŋ ceka.a.,Officer: No problem.,অফিসার: অসুবিধা নেই।,0.2598,0.0000,0.0000,0.2887,0.2357,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00542,ona dɔ ba-ŋ hipiṛ kan-a,That is not tremulous.,ওটা কম্পিত / থরথরে নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00545,ona dɔ gal bajoṛiạ iṭạ kan-a,That is a funny brick.,ওটা মজাদার ইট।,Santali_dataset_parsed.csv,597,no̯͡a ɟɔmaʔkod̪ɔ ɘɖi sebelaʔkana.,These dishes are very tasty/ delicious.,এই খাবারগুলো খুবই সুস্বাদু/ মজাদার।,0.2324,0.0000,0.0000,0.2582,0.0000,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00556,nɔa dɔ ḍolao kan-a,This is limp.,এটা খোঁড়িয়ে চলা।,Santali_dataset_parsed.csv,607,nɔ̯͡a d̪ɔ ɘɖit̪ɛt̪̚ʔ bɘɽiʲc̚ʔ kɘmi kana.,It's a heinous work.,এটা একটা জঘন্য কাজ।,0.2598,0.0000,0.0000,0.2887,0.0000,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00569,ona dɔ ba-ŋ jạruṛ kan-a,That is not indispensable.,ওটা অপরিহার্য নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00574,nɔa dɔ ba-ŋ pạhil kan-a,This is not foremost.,এটা সর্বাগ্রে নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00578,ona dɔ ba-ŋ phada kan-a,That is not unprotected.,ওটা অরক্ষিত নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00592,ona dɔ jhaṛ dɔ ba-ŋ kan-a,That is not tuft.,ওটা ঝুঁটি / গুচ্ছ নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00595,nɔa dɔ khaṇḍ ũṭ cẽ̱ṛẽ̱ kan-a,This is a checkered ostrich.,এটা চৌখুপি উটপাখি।,Santali_dataset_parsed.csv,607,nɔ̯͡a d̪ɔ ɘɖit̪ɛt̪̚ʔ bɘɽiʲc̚ʔ kɘmi kana.,It's a heinous work.,এটা একটা জঘন্য কাজ।,0.2598,0.0000,0.0000,0.2887,0.0000,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00599,lo̱co̱ṅ-re barsa banuʔ-a,There is no dependence in/at promontory.,অন্তরীপ / ভূ-অঙ্গুলি-তে নির্ভরতা নেই।,Santali_dataset_parsed.csv,689,baŋ ceka.a.,Officer: No problem.,অফিসার: অসুবিধা নেই।,0.2121,0.0000,0.0000,0.2357,0.2582,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00601,ona dɔ halboha kan-a,That is ploughman.,ওটা লাঙল চষা / চাষী।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00617,paṛa-re mejaj minaʔ,There is temper in/at cock-pit.,মোরগ লড়াইয়ের আখড়া-তে মেজাজ আছে।,Santali_dataset_parsed.csv,1102,ʈʰikge.ja.,Parent: All right.,অভিভাবক: ঠিক আছে।,0.2121,0.0000,0.0000,0.2357,0.0000,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00618,ona dɔ galbajṛi kan-a,That is pert.,ওটা চটপটে।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00624,ge̱lpea binạ banam minaʔ,There are/is thirteen psaltery.,তেরো বীণা যন্ত্র আছে।,Santali_dataset_parsed.csv,1102,ʈʰikge.ja.,Parent: All right.,অভিভাবক: ঠিক আছে।,0.2598,0.0000,0.0000,0.2887,0.0000,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00633,ona dɔ bhaṅ dɔ ba-ŋ kan-a,That is not hemp drug.,ওটা গাঁজা নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00649,ona dɔ anman dɔ ba-ŋ kan-a,That is not appraisement.,ওটা মূল্যায়ন নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00651,ona dɔ kondoliạ kan-a,That is annoyed.,ওটা বিরক্ত।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00653,ona dɔ aka baka kan-a,That is distressed.,"ওটা দুঃখিত, অস্থির।",output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2357,0.0000,0.0000,0.0000,0.4714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00658,ona dɔ ba-ŋ darmo̱ṭ kan-a,That is not sturdy.,ওটা বলিষ্ঠ নয়।,output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00665,ona dɔ anal onol ro̱ho̱m kan-a,That is a striped restraint.,ওটা ডোরাকাটা সংযম।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2182,0.0000,0.0000,0.0000,0.4364,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00675,ona dɔ bhoso nakạtiạ kan-a,That is a dusty scamp.,ওটা ধুলোময় দুর্বৃত্ত।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2357,0.0000,0.0000,0.0000,0.4714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00681,ona dɔ ba-ŋ bukṭan kan-a,"That is not reserved, taciturn.","ওটা চুপচাপ, অন্তর্মুখী নয়।",output_layoutA (1).csv,136,niɟa iŋʔ kɔlɔm ba-ŋ kan-a,This is not my pen.,,0.2857,0.0000,0.0000,0.0000,0.5714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00682,nɔa dɔ e̱de̱be̱de̱ lạr kan-a,This is a intricate bast fibre.,এটা জটিল বস্ত্র তন্তু।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2357,0.0000,0.0000,0.0000,0.4714,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00694,ona dɔ simạ kan-a,That is limit.,ওটা সীমা।,output_layoutA (1).csv,54,ɾesʔk kan-a,He's happy.,,0.2582,0.0000,0.0000,0.0000,0.5164,0,0.0000,false,false,false,false,false
santali_synthetic_40k_sentences.csv,SYN-00696,nɔa dɔ nidạndi bhãoar kan-a,This is a secure expert.,এটা নিরাপদ দক্ষ।,Santali_dataset_parsed.csv,607,nɔ̯͡a d̪ɔ ɘɖit̪ɛt̪̚ʔ bɘɽiʲc̚ʔ kɘmi kana.,It's a heinous work.,এটা একটা জঘন্য কাজ।,0.2598,0.0000,0.0000,0.2887,0.0000,0,0.0000,false,false,false,false,false
