generated_id,template_id,generated_santali,generated_english,generated_bangla,best_eaf_file,best_eaf_utterance_id,best_eaf_santali,best_eaf_english,best_eaf_bangla,combined_score,english_word_score,english_overlap_score,bangla_overlap_score,santali_overlap_score,confidence
SYN-00013,ADJ_NOUN,nɔa dɔ dho̱mo̱k dharapkiạ kan-a,This is a haughty receptacle for sindur.,এটা অহংকারী সিঁদুরের পাত্র।,santali_with_ipa.eaf,114,okoi oɾae kan-a okoi oɾae kan-a okoi oɾɑe kɑnɑ,Whose house is this?,,0.1667,0.0000,0.0000,0.0000,0.3333,low
SYN-00014,YESNO_VERB,am dɔ bhao kan-a?,Do you rate?,তুমি কি মূল্য নির্ধারণ?,santali_glossed_1.eaf,81,amd̪ɔ cɛt̪̚ʔ no̯͡a ni̯͡ɘt̪ɛ ɟahanaʔɛm ganɖɔnakad̪a? am d̪ɔ cɛt̪ʔ no̯͡a ni̯͡ɘ-t̪ɛ ɟahanaʔ-e-m ganɖɔn-akad-a? am | d̪ɔ | cɛt̪ʔ | no̯͡a | ni̯͡ɘ-t̪ɛ | ɟahanaʔ-e-m | ganɖɔn-akad-a,Pradeep: Have you thought about it?,[S8.4] প্রদীপ: তুমি কি এটা নিয়ে কিছু ভেবেছ?,0.3000,0.0000,0.0000,0.3333,0.0000,medium
SYN-00015,SUBJ_NEG_ADJ,am dɔ ba-m dạblạ kan-a,you are not mis-shapen.,তুমি বিকৃত আকৃতির নয়।,santali_paradigm_glossed.eaf,51,am bam ɾɔɽa am ba-m ɾɔɽ-a,You do not say so.,,0.2857,0.0000,0.0000,0.0000,0.5714,low
SYN-00016,ADV_VERB,abo dɔ mo̱ne̱ mo̱ne̱te abaṛ kan-a,we do cry mentally.,আমরা মানসিকভাবে কাঁদা।,santali_new_glossed.eaf,99,uni gid̪ɾɘ-i͡ ɾaʔ-ɛ-d̪a uni gid̪ɾɘ-i͡ ɾaʔ-ɛ-d̪a,That baby is crying.,,0.7278,0.7278,0.5000,0.0000,0.0000,high
SYN-00017,DEMO_NOM,ona dɔ aṅgur biṛhi kan-a,"That is whitlow, a.",ওটা আঙুলের ফোঁড়া।,santali_with_ipa.eaf,114,okoi oɾae kan-a okoi oɾae kan-a okoi oɾɑe kɑnɑ,Whose house is this?,,0.1667,0.0000,0.0000,0.0000,0.3333,low
SYN-00018,ADJ_NOUN,ona dɔ mora khola oṛak̕ kan-a,That is a dead guest chamber.,ওটা মৃত অতিথিশালা।,santali_pasted_text.eaf,48,ɔɽaʔɾɛ pɛɽako hɛjcʔakana ɔɽaʔ-ɾɛ pɛɽa-ko hɛjcʔ-a-kana,Guests have come to the house.,,0.5461,0.5461,0.3333,0.0000,0.0000,medium
SYN-00019,SUBJ_VERB_NEG_PRESENT,abo dɔ ba-bon khablao kan-a,we do not to clutch.,আমরা আঁকড়ে ধরা না।,santali_with_ipa.eaf,55,ba-e ɾesʔk kan-a ba-e ɾesʔk kan-a bɑe ɾesʔk kɑnɑ,He isn't happy.,,0.2143,0.0000,0.0000,0.0000,0.4286,low
SYN-00020,POSS_NOM,ona dɔ uni-aʔ coṇḍa cuṇḍi kan-a,That is he/she's quarrel.,ওটা সে-এর ঝগড়া।,santali_dialogues_glossed.eaf,44,ɔko͡i̯ sã͡ɔ̯t̪ɛhɔ̃ alopɛ ɾɛʈʰa ɾɛʈʰi.a ɔko͡i̯ sã͡ɔ-t̪ɛ-hɔ̃ alo-pɛ ɾɛʈʰa-ɾɛʈʰi-a,You will not quarrel with anyone.,,0.7315,0.7315,0.7071,0.0000,0.0000,high
SYN-00021,POSS_EXIST,am-aʔ mit't'e luṇḍ minaʔ,you have one web of cloth.,তুমি একটি কাপড়ের জাল আছে।,santali_mark1_glossed.eaf,9,ɟɔhɑn dɔ utʔ upʔ rekʔteye ɑŋrɔpɑkɑn tɑhekɑnɑ ɟɔhɑn dɔ utʔ-upʔ re-kʔ-te-ye ɑŋrɔp-ɑkɑn tɑhekɑnɑ,John was clothed in camel's hair.,,0.5122,0.5122,0.3536,0.0000,0.0000,medium
SYN-00022,IMPERATIVE,aṅgo̱p̕ me,"Please yawn, to.",হাই তোলা।,santali_glossed_1.eaf,20,"mobaĭlt̪ɛ seɾeɲ aɲɟɔmɔʔa, pʰɔʈɔ ɾakabɔʔa, senema aɾ naʈɔk̚ ɲɛlɔ.a. mobaĭl-t̪ɛ seɾeɲ aɲɟɔm-ɔʔ-a, pʰɔʈɔ ɾakab-ɔʔ-a, senema aɾ naʈɔk̚ ɲɛl-ɔ-a. mobaĭl-t̪ɛ | seɾeɲ | aɲɟɔm-ɔʔ-a | pʰɔʈɔ | ɾakab-ɔʔ-a | senema | aɾ | naʈɔk̚ | ɲɛl-ɔ-a","Mobile can be used to listen to music, take pictures and watch movies.","[S3.3] মোবাইলে গান শোনা যায়, ছবি তোলা যায়, সিনেমা ও নাটক দেখা যায়।",0.1837,0.0000,0.0000,0.2041,0.0000,low
SYN-00023,SUBJ_VERB_NEG_FUTURE,am dɔ ba-m che̱r-a,you will not melt.,তুমি গলানো করবে না।,santali_paradigm_glossed.eaf,51,am bam ɾɔɽa am ba-m ɾɔɽ-a,You do not say so.,,0.3086,0.0000,0.0000,0.0000,0.6172,medium
SYN-00024,IMPERATIVE,niro̱po̱n me,Please to ascertain.,নির্ণয় করা।,santali_glossed_1.eaf,27,inʈaɾneʈ̚t̪ɛm ɔlɔʔ paɽha͡o̯ d̪aɽe.jaʔa. inʈaɾneʈ̚-t̪ɛ-m ɔlɔʔ paɽha͡o̯ d̪aɽe-aʔ-a. inʈaɾneʈ̚-t̪ɛ-m | ɔlɔʔ | paɽha͡o̯ | d̪aɽe-aʔ-a,We can even study on the internet/ online.,[S3.10] ইন্টারনেটে/ অনলাইনে পড়াশোনা করা যায়।,0.2405,0.0000,0.0000,0.2673,0.0000,low
SYN-00025,PROHIBITIVE,alɔ-m mahkao-a,Do not to emit a perfume.,সুগন্ধ ছড়ানো না।,santali_with_ipa.eaf,59,laŋga-a-m laŋga-a-m lɑŋɡɑɑm,You'll get tired.,,0.2500,0.0000,0.0000,0.0000,0.5000,low
SYN-00026,DEMO_NEG_ADJ,nɔa dɔ ba-ŋ ḍhiso ḍhoro kan-a,This is not unwashed.,এটা অধোয়া নয়।,santali_with_ipa.eaf,55,ba-e ɾesʔk kan-a ba-e ɾesʔk kan-a bɑe ɾesʔk kɑnɑ,He isn't happy.,,0.2004,0.0000,0.0000,0.0000,0.4009,low
SYN-00027,PLACE_VERB,am dɔ pasṛa-re pańca kan-a,you do to borrow in/at smithy.,তুমি কামারশালা-তে ধার করা।,santali_with_ipa.eaf,111,uni-d̪o am d̪ad̪a kan-a uni-d̪o am d̪ad̪a kan-a unid̪o ɑm d̪ɑd̪ɑ kɑnɑ,Is he your brother?,,0.1793,0.0000,0.0000,0.0000,0.3586,low
SYN-00028,PROHIBITIVE,alɔ-m hajrao-a,Do not to confront.,মুখোমুখি হওয়া / সম্মুখীন হওয়া না।,santali_with_ipa.eaf,59,laŋga-a-m laŋga-a-m lɑŋɡɑɑm,You'll get tired.,,0.2500,0.0000,0.0000,0.0000,0.5000,low
SYN-00029,LOC_NEG_EXIST,gaḍha sot-re kạhtuk banuʔ-a,There is no traditional lore in/at ravines & hollows.,খাঁড়া ও গর্ত-তে ঐতিহ্যবাহী জ্ঞান নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7549,0.7549,0.2236,0.0000,0.0000,high
SYN-00030,SUBJ_ADJ,uni dɔ be̱ho̱k kan-a-e,he/she is partial.,সে পক্ষপাতদুষ্ট।,santali_with_ipa.eaf,39,uni oɽae ba-e sen-kan-a-e uni oɽae ba-e sen-kan-a-e uni oɽɑe bɑe senkɑnɑe,He didn't go home.,,0.2582,0.0000,0.0000,0.0000,0.5164,low
SYN-00031,PROHIBITIVE,alɔ-m lagao-a,Do not to apply.,প্রয়োগ করা না।,santali_glossed_3.eaf,118,ɾan laga͡o̯ t̪a.jɔm t̪i d̪ɔ boge.jɛn t̪iɲa ɾan laga͡o̯ t̪a.jɔm t̪i d̪ɔ boge-jɛn-t̪iɲ-a,"After applying the medicine, my hand got better.",,0.5202,0.5202,0.4082,0.0000,0.0000,medium
SYN-00032,SUBJ_NEG_ADJ,iɲ dɔ bɔ-iɲ bhaskar kan-a,I am not unshapely.,আমি বেঢপ নয়।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7627,0.7627,0.5000,0.0000,0.4330,high
SYN-00033,NUM_NOUN_EXIST,ge̱l irạl beldar minaʔ,"There are/is eighteen navvy, labourer.",আঠারো শ্রমিক আছে।,santali_glossed_1.eaf,103,ʈʰikge.ja. ʈʰik-ge-a. ʈʰik-ge-a,Arka: Okay.,[S8.26] অর্ক: ঠিক আছে।,0.2324,0.0000,0.0000,0.2582,0.0000,low
SYN-00034,SUBJ_VERB_PRESENT,iɲ dɔ bobe kan-a,I do stutter.,আমি তোতলানো।,santali_glossed_1.eaf,42,iɲd̪ɔ iɲaʔ pɘɾsiɲ d̪ulɘɽaʔa. iɲ d̪ɔ iɲ-aʔ pɘɾsi-ɲ d̪ulɘɽ-aʔ-a. iɲ | d̪ɔ | iɲ-aʔ | pɘɾsi-ɲ | d̪ulɘɽ-aʔ-a,I love my language.,[S5.7] আমি আমার ভাষাকে ভালোবাসি।,0.2598,0.0000,0.0000,0.2887,0.0000,low
SYN-00035,OBJECT_VERB,abo dɔ ṭho̱no̱k-i dhurpạu-a,we do be at culminating point with magnificence.,আমরা জাঁকজমক চরমে পৌঁছানো।,santali_glossed_1.eaf,8,sahɛ̃t̪̚ʔ bɔnd̪ɔ.jɛnt̪a͡i̯t̪ɛ uni muʲc̚ʔ d̪ɔ mit̪̚ʔgʰɘɽi t̪a͡i̯nɔmɛ gɔʲc̚ʔɛna. sahɛ̃t̪ʔ bɔnd̪ɔ-en-t̪a-i̯-t̪ɛ uni muc̚ʔ d̪ɔ mit̪ʔ-gʰɘɽi t̪a͡i̯nɔm-e gɔc̚ʔ-en-a. sahɛ̃t̪ʔ | bɔnd̪ɔ-en-t̪a-i̯-t̪ɛ | uni | muc̚ʔ | d̪ɔ | mit̪ʔ-gʰɘɽi | t̪a͡i̯nɔm-e | gɔc̚ʔ-en-a,At one point the ant suffocated and died.,[S1.8] একসময় পিঁপড়াটি দমবন্ধ হয়ে মারা গেল।,0.4946,0.4946,0.2887,0.0000,0.0000,medium
SYN-00036,NUM_NOUN_EXIST,ge̱lpea kurtạ minaʔ,There are/is thirteen coat.,তেরো কোট আছে।,santali_glossed_1.eaf,103,ʈʰikge.ja. ʈʰik-ge-a. ʈʰik-ge-a,Arka: Okay.,[S8.26] অর্ক: ঠিক আছে।,0.2324,0.0000,0.0000,0.2582,0.0000,low
SYN-00037,SUBJ_VERB_PRESENT,am dɔ nunu kan-a-m,you do to suckle.,তুমি দুধ খাওয়ানো।,santali_new_glossed_1.eaf,20,amd̪ɔ cɛt̪ʔ nɔnɖɛniʲcʔ kanam am-d̪ɔ cɛt̪ʔ nɔnɖɛn-iʲcʔ kan-a-m,Are you the person from here?,,0.2462,0.0000,0.0000,0.0000,0.4924,low
SYN-00038,ADV_VERB,iɲ dɔ leklekate barac̕ buruc̕ kan-a,I do sparkle worthily.,আমি যোগ্যতাসহকারে ঝলমল করা।,santali_with_ipa.eaf,112,he iɲ d̪ad̪a kan-a he iɲ d̪ad̪a kan-a he iɲ d̪ɑd̪ɑ kɑnɑ,"Yes, he is my brother.",,0.2143,0.0000,0.0000,0.0000,0.4286,low
SYN-00039,SUBJ_VERB_PAST,am dɔ carhao-len-a,you did vex.,তুমি ক্ষুব্ধ করা করেছিল।,santali_glossed_dialogues.eaf,3,am sɔhɔɽt̪ɛ cala͡o̯ ta͡i̯nɔm hɔ͡i̯d̪aʔ ho͡i̯lena am sɔhɔɽ-t̪ɛ cala-o ta͡i̯nɔm hɔ͡i̯d̪aʔ ho͡i̯-len-a,The storm hit after you went to town.,,0.1861,0.0000,0.0000,0.0000,0.3721,low
SYN-00040,NUM_NOUN_EXIST,ge̱l mõ̠ṛẽ̱ mama bhạgnạ minaʔ,There are/is fifteen not in the same state of forwardness.,পনেরো আত্মীয়তার অবস্থা ভিন্ন আছে।,santali_school_dialogue_glossed.eaf,13,cɛt̪̚ʔ uni d̪ɔ a jaʔ ɔɽaʔ ɾenaʔ ʈʰikana͡i̯ lɘ͡͡i̯ d̪aɽe jaʔa cɛt̪̚ʔ uni d̪ɔ a-jaʔ ɔɽaʔ ɾenaʔ ʈʰikana-͡i̯ lɘ-͡i̯ d̪aɽe-jaʔ-a,But can he state his home address?,,0.4739,0.4739,0.2500,0.0000,0.0000,medium
SYN-00041,OBJECT_VERB,abo dɔ dak̕-i baj-a,"we do cross, to go across with water.","আমরা জল পার হওয়া, ক্রস করা।",santali_matthew27_mark1_glossed (1).eaf,11,isoɾ-ɾen hopon kan-am men-kʰan kɾus kʰon aɾɡon-me isoɾ-ɾen hopon kan-am men-kʰan kɾus kʰon aɾɡon-me,"If you are the Son of God, come down from the cross.",,0.4276,0.4276,0.0000,0.0000,0.0000,medium
SYN-00042,YESNO_VERB,uni dɔ ucạṛ kan-a?,Does he/she to be infectious?,সে কি সংক্রামক হওয়া?,santali_with_ipa.eaf,39,uni oɽae ba-e sen-kan-a-e uni oɽae ba-e sen-kan-a-e uni oɽɑe bɑe senkɑnɑe,He didn't go home.,,0.2121,0.0000,0.0000,0.0000,0.4243,low
SYN-00043,POSS_EXIST,abo-aʔ mit't'e khatar minaʔ,we have one damage.,আমরা একটি ক্ষতি আছে।,santali_new_glossed (1).eaf,34,biɾ ɾɛn hɘt̪i kʰɛt̪ ɾe.jaʔ pʰɔsɔlko bɘɽiɟa biɾ-ɾɛn hɘt̪i kʰɛt̪ ɾe-jaʔ pʰɔsɔl-ko bɘɽi-j-a,Forest elephants damage field crops.,,0.5383,0.5383,0.4472,0.0000,0.0000,medium
SYN-00044,SUBJ_VERB_PRESENT,abo dɔ tahẽ̱kana kan-a-bon,we do was.,আমরা ছিল।,santali_glossed_1.eaf,1,ɔt̪̚ʔɾɛ mit̪̚ʔ ʈʰɔp ɲɛlɛɾasa ɲuːɾakan t̪ahɛ̃kana. ɔt̪ʔ-ɾɛ mit̪ʔ ʈʰɔp ɲɛlɛɾasa ɲuɾ-akan t̪ahɛ̃-kan-a. ɔt̪ʔ-ɾɛ | mit̪ʔ | ʈʰɔp | ɲɛlɛɾasa | ɲuɾ-akan | t̪ahɛ̃-kan-a,A drop of honey was on the ground.,[S1.1] মাটিতে একফোঁটা মধু পড়ে ছিল।,0.2405,0.0000,0.0000,0.2673,0.0000,low
SYN-00045,SUBJ_VERB_PAST,uni dɔ pasnao-len-a,he/she did to strew.,সে ছড়িয়ে দেওয়া করেছিল।,santali_with_ipa.eaf,38,uni oɽae sen-len-a uni oɽae sen-len-a uni oɽɑe senlenɑ,He went home.,,0.2535,0.0000,0.0000,0.0000,0.5071,low
SYN-00046,DEMO_NEG_NOM,nɔa dɔ ṭupri dɔ ba-ŋ kan-a,This is not cap.,এটা টুপি নয়।,santali_with_ipa.eaf,55,ba-e ɾesʔk kan-a ba-e ɾesʔk kan-a bɑe ɾesʔk kɑnɑ,He isn't happy.,,0.2143,0.0000,0.0000,0.0000,0.4286,low
SYN-00047,POSS_EXIST,am-aʔ mit't'e mạṭku minaʔ,you have one squab.,তুমি একটি কবুতরের ছানা আছে।,santali_glossed_new_2.eaf,31,amaʔ d̪aɾe am-aʔ d̪aɾe,Your tree.,,0.1890,0.0000,0.0000,0.0000,0.3780,low
SYN-00048,SUBJ_VERB_NEG_FUTURE,abo dɔ ba-bon to̱go̱c̕ ḍaṭa-a,we will not to gnash the teeth.,আমরা দাঁত কড়মড় করা করবে না।,santali_new_glossed_1.eaf,63,d̪aʔ bɛgɔɾt̪ɛ abo d̯ɔ babon ɟiu̯͡ed̪ɔʔa d̪aʔ bɛgɔɾ-t̪ɛ abo d̯ɔ ba-bon ɟiu̯͡e-d̪ɔʔ-a,We cannot live without water.,,0.2097,0.0000,0.0000,0.0000,0.4193,low
SYN-00049,DEMO_NOM,nɔa dɔ nāogāo kan-a,This is address.,এটা ঠিকানা।,santali_school_dialogue_glossed.eaf,13,cɛt̪̚ʔ uni d̪ɔ a jaʔ ɔɽaʔ ɾenaʔ ʈʰikana͡i̯ lɘ͡͡i̯ d̪aɽe jaʔa cɛt̪̚ʔ uni d̪ɔ a-jaʔ ɔɽaʔ ɾenaʔ ʈʰikana-͡i̯ lɘ-͡i̯ d̪aɽe-jaʔ-a,But can he state his home address?,,0.5926,0.5926,0.5000,0.0000,0.0000,high
SYN-00050,SUBJ_VERB_NEG_PRESENT,uni dɔ ba-e ghãi kan-a,he/she does not to snarl.,সে গর্জন করা না।,santali_with_ipa.eaf,39,uni oɽae ba-e sen-kan-a-e uni oɽae ba-e sen-kan-a-e uni oɽɑe bɑe senkɑnɑe,He didn't go home.,,0.2988,0.0000,0.0000,0.0000,0.5976,low
SYN-00051,ADV_VERB,abo dɔ siḍrạk̕ baḍrak̕ phera phiri kan-a,we do alternate abusively.,আমরা অপমানজনকভাবে পালাক্রমে।,santali_glossed_1.eaf,65,alɛ ɟɔt̪ɔhɔɽ mɔ̃ɟge menaʔle.ja. alɛ ɟɔt̪ɔ-hɔɽ mɔ̃ɟ-ge mena-le-a. alɛ | ɟɔt̪ɔ-hɔɽ | mɔ̃ɟ-ge | mena-le-a,Nephew: We are all fine.,[S7.5] ভাতিজা: আমরা সবাই ভালো আছি।,0.1964,0.0000,0.0000,0.2182,0.0000,low
SYN-00052,SUBJ_ADJ,iɲ dɔ olocolo kan-a,I am fitful.,আমি অনিয়মিত।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7627,0.7627,0.5000,0.0000,0.4743,high
SYN-00053,SUBJ_VERB_FUTURE,iɲ dɔ bạuli-a,I will pretend.,আমি ভান করা করবে।,santali_glossed_new_2.eaf,123,iɲ iɲ,Myself/Me.,,0.2500,0.0000,0.0000,0.0000,0.5000,low
SYN-00054,SUBJ_VERB_PRESENT,am dɔ ḍhar ḍhur kan-a-m,you do conciliate.,তুমি সন্তুষ্ট করা।,santali_new_glossed_1.eaf,20,amd̪ɔ cɛt̪ʔ nɔnɖɛniʲcʔ kanam am-d̪ɔ cɛt̪ʔ nɔnɖɛn-iʲcʔ kan-a-m,Are you the person from here?,,0.2279,0.0000,0.0000,0.0000,0.4558,low
SYN-00055,PLACE_VERB,uni dɔ aotan-re laskao kan-a,he/she does to be caught (in a trap) in/at retreat.,সে পশ্চাদপসরণ স্থান-তে ফাঁদে ধরা পড়া।,santali_glossed_dialogues.eaf,29,"mɛnkʰan nokod̪ɔ bako siʈɘbɔ.a, nokod̪ɔ ɘɖi calak̚ mɛnkʰan noko-d̪ɔ ba-ko siʈɘb-o-a noko-d̪ɔ ɘɖi calak","But rats are very clever, so the trap is not working.",,0.3228,0.3228,0.2357,0.0000,0.0000,medium
SYN-00056,ADV_VERB,iɲ dɔ pico̱po̱co̱ coḍak̕ kan-a,I do peel off below par.,আমি নিম্নমানের খসে পড়া।,santali_imperatives_glossed.eaf,69,lat̪aɾ-ɾɛ lat̪aɾ-ɾɛ,Below / Down,,0.5907,0.5907,0.3536,0.0000,0.0000,high
SYN-00057,ADJ_NOUN,nɔa dɔ salas raj baha kan-a,This is a unwonted sweet oleander.,এটা অস্বাভাবিক করবী গাছ।,santali_with_ipa.eaf,134,niɟo ɟdɔ ba-ŋ herem niɟo ɟ-dɔ ba-ŋ herem niɟo ɟd̪ɔ bɑŋ herem,This fruit is not sweet.,,0.7531,0.7531,0.4082,0.0000,0.0000,high
SYN-00058,SUBJ_VERB_PAST,am dɔ bijạu-len-a,you did be assimilated.,তুমি আত্মস্থ হওয়া করেছিল।,santali_glossed_dialogues.eaf,3,am sɔhɔɽt̪ɛ cala͡o̯ ta͡i̯nɔm hɔ͡i̯d̪aʔ ho͡i̯lena am sɔhɔɽ-t̪ɛ cala-o ta͡i̯nɔm hɔ͡i̯d̪aʔ ho͡i̯-len-a,The storm hit after you went to town.,,0.1861,0.0000,0.0000,0.0000,0.3721,low
SYN-00059,DEMO_NEG_NOM,ona dɔ ato posu dɔ ba-ŋ kan-a,That is not domestic animal.,ওটা গৃহপালিত পশু নয়।,santali_mark1_glossed.eaf,21,ɑr bir ɟɑnwɑrkɔ sɑɔteye tɑhekɑnɑ ɑr dutkɔ sɑpʔsɔrɑekɑn tɑhekɑnɑ ɑr bir ɟɑnwɑr-kɔ sɑɔte-ye tɑhekɑnɑ ɑr dut-kɔ sɑpʔsɔrɑe-kɑn tɑhekɑnɑ,"He was with the wild animals, and the angels were ministering to him.",,0.4601,0.4601,0.2887,0.0000,0.0000,medium
SYN-00060,DEMO_NOM,nɔa dɔ sãk kan-a,This is division of threads in mattress.,এটা বিছানার সুতার ভাগ।,santali_with_ipa.eaf,114,okoi oɾae kan-a okoi oɾae kan-a okoi oɾɑe kɑnɑ,Whose house is this?,,0.1826,0.0000,0.0000,0.0000,0.3651,low
SYN-00061,YESNO_VERB,iɲ dɔ so̱dọr kan-a?,Do I to demonstrate?,আমি কি প্রদর্শন করা?,santali_with_ipa.eaf,112,he iɲ d̪ad̪a kan-a he iɲ d̪ad̪a kan-a he iɲ d̪ɑd̪ɑ kɑnɑ,"Yes, he is my brother.",,0.2535,0.0000,0.0000,0.0000,0.5071,low
SYN-00062,SUBJ_NEG_ADJ,abo dɔ ba-bon he̱nde̱ macha kan-a,we are not blackish.,আমরা কালচে নয়।,santali_with_ipa.eaf,55,ba-e ɾesʔk kan-a ba-e ɾesʔk kan-a bɑe ɾesʔk kɑnɑ,He isn't happy.,,0.2004,0.0000,0.0000,0.0000,0.4009,low
SYN-00063,SUBJ_VERB_NEG_FUTURE,iɲ dɔ bɔ-iɲ dabao-a,I will not curb.,আমি দমন করা করবে না।,santali_with_ipa.eaf,110,iɲ-d̪o bɔ-iɲ ɟɔm-a iɲ-d̪o bɔ-iɲ ɟɔm-a iɲd̪o bɔiɲ ɟɔmɑ,"No, I will not eat.",,0.2372,0.0000,0.0000,0.0000,0.4743,low
SYN-00064,ADJ_NOUN,ona dɔ ạnhũṭ ketab kan-a,That is a independent book.,"ওটা স্বাধীন, স্বনির্ভর বই।",santali_new_glossed.eaf,13,am d̪ɔ no̯a put̪ʰi-m paɽha-o̯-ka-d̪a am d̪ɔ no̯a put̪ʰi-m paɽha-o̯-ka-d̪a,Have you read the book?,,0.7483,0.7483,0.5000,0.0000,0.0000,high
