file,annotation_id,annotation_type,tier_id,tier_std,parent_tier,linguistic_type,parent_annotation_id,start_ms,end_ms,value
bangla_sentences_glossed.eaf,a11,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,22000,24000,iɲ gɔgɔ̯͡aʔ isin basaŋ d̪ɔ ɘɖigi sibila mɛnkʰan iɲɾɛn kɘʈiʲc̚ʔ bɔ͡i̯ha d̪ɔ ɔna ba͡i̯ kusiɔ̯͡aʔa
bangla_sentences_glossed.eaf,a12,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,24200,26200,hĭɟuʔkan cʰuʈiɾɛ iɲd̪ɔ ɖʰakaɲ cala.a aɾ baŋkʰan sa͡i̯kel cala͡o̯iɲ ciːd̪a
bangla_sentences_glossed.eaf,a13,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,26400,28400,iɲd̪ɔ baŋlat̪ɛ kat̪ʰaɲ ɾɔːɽa aɾ iŋɾeɟit̪ɛhɔ̃ katʰaɲ ɾɔɽ d̪aɽeo̯͡aʔa
bangla_sentences_glossed.eaf,a14,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,28600,30600,iɲ d̪ɔɲ kɘmi kana aɾ sumɔn d̪ɔ͡i̯ ɟɘpit̪̚ʔed̪a
bangla_sentences_glossed.eaf,a15,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,30800,32800,mɛlaɾɛɲ d̪aɽankan t̪ahɛ̃na ac̚kagi uniɲ ɲɛlɲamked̪e̯͡a
bangla_sentences_glossed.eaf,a16,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,33000,35000,am d̪ɔ pasɛn bam pɘt̪jɘ͡o̯ăʔa mɛnkʰan no̯͡age sɘɾi.jaʔkana
bangla_sentences_glossed.eaf,a17,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,35200,37200,am calaʔ kʰaʲc̚ʔ calaʔmɛ iɲ d̪ɔ baŋ
bangla_sentences_glossed.eaf,a18,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,37400,39400,uni.jaʔ muʈʰɘn ɲɛlt̪igiɲ buɟhɘ͡o̯d̪a ɟe uni͡i̯ komɽo̯͡akaʔa
bangla_sentences_glossed.eaf,a19,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,39600,41600,iɲ baba ɘɖi kɘʈiʲc̚ʔ t̪ahɛ̃kanɾegi iɲ haɽamba d̪ɔ͡i̯ gɔʲc̚ʔĕna
bangla_sentences_glossed.eaf,a20,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,41800,43800,nɔʔɔ͡i̯pɛ ɲɛlɛʔ ɔɽaʔ d̪ɔ alɛ.jaʔkana
bangla_sentences_glossed.eaf,a21,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,44000,46000,ɔkaʈaʔ kat̪ʰam ɾɔɽkɛt̪̚ʔ ɔna d̪ɔɲ baɖa͡i̯ge̯͡a
bangla_sentences_glossed.eaf,a22,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,46200,48200,koʈʰin kɘmikanɾɛhɔ̃ no̯͡ad̪ɔɲ kuɾumuʈu.ja
bangla_sentences_glossed.eaf,a23,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,48400,50400,ɔɽaʔɛm hɛʲc̚ʔakanɾɛd̪ɔ d̪ɛlalaŋ d̪ãɽa ɘgu.ja
bangla_sentences_glossed.eaf,a24,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,50600,52600,am mam besge d̪ɛla ad̪ɔ pʰuʈbɔl gat̪elaŋ cala.a
bangla_sentences_glossed.eaf,a25,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,52800,54800,alɛ.jaʔ pɘɾsit̪ɛ ɔkaʈaʔiɲ siɾiɲkɛt̪̚ʔ ɔna d̪ɔ d̪ulɘɾ ɾe.jaʔ siɾiɲ kana
bangla_sentences_glossed.eaf,a26,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,55000,57000,aɾhɔm hɛʲc̚ʔlɛnkʰan iɲ lɘgiʔ cɔk̚lɛʈ ɘgu t̪aɾa͡i̯mɛ
bangla_sentences_glossed.eaf,a27,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,57200,59200,am nɔnɖɛm t̪ahɛ̃n no̯͡ad̪ɔɲ baɽ͡ai̯kan t̪ahɛ̃ge̯͡a
bangla_sentences_glossed.eaf,a28,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,59400,61400,iɲaʔ pɘt̪.jɘ͡o̯ t̪ahɛ̃kana ɟe am no̯͡am kɘmi d̪aɽe.jaʔa
bangla_sentences_glossed.eaf,a29,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,61600,63600,am bam d̪aɽe.jaʔkʰan ɔna kɘmi d̪ɔ alɔm kɘmi̯͡a
bangla_sentences_glossed.eaf,a30,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,63800,65800,isin basaŋɛt̪̚ʔkan kuɽi d̪ɔ iɲ bɔ͡i̯ha kana͡i̯
bangla_sentences_glossed.eaf,a31,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,66000,68000,am bam hiɟuʔt̪ɛ d̪ɔ iɲhɔ̃ bɘɲ cala.a
bangla_sentences_glossed.eaf,a32,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,68200,70200,iɲ ɔɽaʔ hɛʲc̚ʔ t̪ɔɾage iɲ gɔgɔ d̪ɔ iɲ ɛgɛɾɛ ɛhɔp̚ʔena
bangla_sentences_glossed.eaf,a33,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,70400,72400,ɲind̪ɘ baŋ ɟɘpit̪̚ʔkat̪ɛɲ paɽhaʔt̪ɛ biɖɘ͡o̯ɾɛ iɲ boge kuɽɘ͡.jiɲ ɲamked̪a
bangla_sentences_glossed.eaf,a34,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,72600,74600,ɟa͡o̯gʰɘɽi paɽhaʔmɛ ɛnkʰan am gɔgɔbaba d̪ɔ bʰage gid̪ɾɘkin mɛt̪ama
bangla_sentences_glossed.eaf,a35,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,74800,76800,iɲ ɔka nakʰaɾɛɲ t̪ahɛ̃nkan ɔnɖɛnko ɟɔt̪ɔhɔɽko opoɾomiɲɘ
bangla_sentences_glossed.eaf,a36,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,77000,79000,amiɲ met̪aʔmɛɾɛhɔ̃ ced̪aʔ bam hɛʲc̚ʔlena
bangla_sentences_glossed.eaf,a37,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,79200,81200,hɔla ɟe iskul bɔnd̪ɔ t̪ahɛ̃kan ɔna bɘɲ baɖa͡i̯kan t̪ahɛ̃na
bangla_sentences_glossed.eaf,a38,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,81400,83400,alɛ d̪ɔ baɾ bɔ͡i̯ha kɔɽa aɾ pɛ bɔ͡i̯ha kuɽi
bangla_sentences_glossed.eaf,a39,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,83600,85600,iɲaʔ iskul d̪ɔ nɔnɖɛ kʰɔn pɛ ma.jel sɘŋgiɲa
bangla_sentences_glossed.eaf,a40,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,85800,87800,nit̪̚ʔ iɲʈʰɛʲc̚ʔ d̪ɔ cɛʈ̪̚ʔ ʈaka hɔ̃ bɘnu.a
bangla_sentences_glossed.eaf,a41,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,88000,90000,baɟaɾɾɛ ɟinis pot̪̚ɾɔ ɾe.jaʔ d̪am ɘɖi ɟɘst̪i
bangla_sentences_glossed.eaf,a42,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,90200,92200,gɛlbaɾ cand̪oɾɛ mit̪̚ʔ sɛɾma ho.jo.a
bangla_sentences_glossed.eaf,a43,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,92400,94400,i.ja͡i̯ mahaɾɛ mit̪̚ʔ hap̚t̪a ho.jo.a
bangla_sentences_glossed.eaf,a44,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,94600,96600,alɛ at̪oɾɛ cand̪oɾɛ mit̪ʔʈɛʲc̚ʔ seiɾiɲ akʰɽa ho.jo.a
bangla_sentences_glossed.eaf,a45,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,96800,98800,pɘɾsit̪ɛ abu d̪ɔ abu͡aʔ mɔn ɾe.jaʔ katʰabo ɟɘhiɾa
bangla_sentences_glossed.eaf,a46,ALIGNABLE_ANNOTATION,ref,ref,,utterance,,99000,101000,gat̪i kʰilɘʈ d̪ɔ hɔɽmɔ lagit̪̚ʔ bʰage̯͡a
bangla_sentences_glossed.eaf,a47,REF_ANNOTATION,mb,mb,ref,morpheme,a1,,,iɲ-d̪ɔ pʰuʈbɔl-iɲ gat̪e-a aɾ iɲ bɔ͡i̯ha-d̪ɔ kɾikeʈ-ɛ gat̪e-a
bangla_sentences_glossed.eaf,a48,REF_ANNOTATION,mb,mb,ref,morpheme,a2,,,alɛ at̪o-ɾɛ cand̪o-ɾɛ mit̪̚ʔ-d̪ʰa͡o̯ seɾeɲ akʰɾa hojo-a mɛnkʰan d̪al-d̪apal ho͡i̯-lɛn-kʰan ai̯͡ma-d̪in bɔnd̪o t̪ahɛ̃-n-a
bangla_sentences_glossed.eaf,a49,REF_ANNOTATION,mb,mb,ref,morpheme,a3,,,nit̪̚ʔ d̪ɔ iɲ ʈʰɛʲc̚ʔ ʈaka bɘn-u-a ced̪aʔ ɟe hɔla mit̪̚ʔ-ɛn gʰuɽi-iɲ kiɾiɲ-ak-ad̪-a
bangla_sentences_glossed.eaf,a50,REF_ANNOTATION,mb,mb,ref,morpheme,a4,,,d̪aɾe ɾɔhɔ͡i̯ d̪ɔ bʰage kɘmi kan-a aɾ d̪aɾe ɟɔt̪ɔn hɔ̃ ɟɘɾuɽ-ge-a
bangla_sentences_glossed.eaf,a51,REF_ANNOTATION,mb,mb,ref,morpheme,a5,,,iɲ d̪ɔ baske-jaʔ bɘɲ ɟɔm-ak-ad̪-a ced̪aʔ ɟe iɲ ʈʰɛʲc̚ʔ ʈaka bɘn-u-a
bangla_sentences_glossed.eaf,a52,REF_ANNOTATION,mb,mb,ref,morpheme,a6,,,iɲ d̪ɔ ɘɖi gʰɘɽi-ʲc̚ʔ-iɲ t̪ɘŋgi.j-ak-adi̯͡a t̪a͡o̯-hɔ̃ bɘɲ ɲɛlɛ-kan-a
bangla_sentences_glossed.eaf,a53,REF_ANNOTATION,mb,mb,ref,morpheme,a7,,,uni sã͡o̯t̪ɛ iɲ-aʔ sɔmpɔɾkɔ baŋ bʰage-a mɛnkʰan iɲ d̪ɔ uni-iɲ man manɔ-t̪e-a
bangla_sentences_glossed.eaf,a54,REF_ANNOTATION,mb,mb,ref,morpheme,a8,,,uni hɔɽ d̪ɔ͡i̯ kisɘ̃ɽ-ɾɛ-hɔ̃͡i̯ suk̚ bɘnuʔ-t̪a-ja
bangla_sentences_glossed.eaf,a55,REF_ANNOTATION,mb,mb,ref,morpheme,a9,,,alɛ-d̪ɔ pʰuʈbɔl gat̪e-lɛ cala͡o̯-lena gaɖa-ɾɛ-lɛ ɖɘbɾɘ͡i̯-ĕna inɘ t̪a.jɔm ɔɽaʔ-ɾɛ hɛʲc̚ʔ kat̪ɛ ɟɔɟɔm-lɛ d̪uɽup̚ʔ-ĕna
bangla_sentences_glossed.eaf,a56,REF_ANNOTATION,mb,mb,ref,morpheme,a10,,,iɲ-aʔ nao̯͡a iskul d̪ɔ ɘɖi mɔ̃ːɟ-a mɛnkʰan ɔna d̪ɔ alɛ ɔɽaʔ-kʰɔʲc̚ʔ ɘɖi sɘŋgi-ɲ-a
bangla_sentences_glossed.eaf,a57,REF_ANNOTATION,mb,mb,ref,morpheme,a11,,,iɲ gɔgɔ̯͡a-ʔ isin basaŋ d̪ɔ ɘɖi-gi sibil-a mɛnkʰan iɲ-ɾɛn kɘʈiʲc̚ʔ bɔ͡i̯ha d̪ɔ ɔna ba͡i̯ kusi-ɔ̯͡a-ʔ-a
bangla_sentences_glossed.eaf,a58,REF_ANNOTATION,mb,mb,ref,morpheme,a12,,,hĭɟuʔ-kan cʰuʈi-ɾɛ iɲ-d̪ɔ ɖʰaka-iɲ cala-a aɾ baŋ-kʰan sa͡i̯kel cala͡o̯-iɲ ciː-d̪a
bangla_sentences_glossed.eaf,a59,REF_ANNOTATION,mb,mb,ref,morpheme,a13,,,iɲ-d̪ɔ baŋla-t̪ɛ kat̪ʰa-iɲ ɾɔːɽ-a aɾ iŋɾeɟi-t̪ɛ-hɔ̃ katʰa-iɲ ɾɔɽ d̪aɽe-o̯͡a-ʔ-a
bangla_sentences_glossed.eaf,a60,REF_ANNOTATION,mb,mb,ref,morpheme,a14,,,iɲ d̪ɔ-iɲ kɘmi kan-a aɾ sumɔn d̪ɔ͡i̯ ɟɘpi-t̪̚ʔe-d̪a
bangla_sentences_glossed.eaf,a61,REF_ANNOTATION,mb,mb,ref,morpheme,a15,,,mɛla-ɾɛ-iɲ d̪aɽan-kan t̪ahɛ̃-n-a ac̚ka-gi uni-iɲ ɲɛl-ɲam-ked̪e-a
bangla_sentences_glossed.eaf,a62,REF_ANNOTATION,mb,mb,ref,morpheme,a16,,,am d̪ɔ pasɛn ba-m pɘt̪jɘ͡o̯-ă-ʔ-a mɛnkʰan no̯͡a-ge sɘɾi.jaʔ-kan-a
bangla_sentences_glossed.eaf,a63,REF_ANNOTATION,mb,mb,ref,morpheme,a17,,,am calaʔ kʰaʲc̚ʔ calaʔ-mɛ iɲ d̪ɔ baŋ
bangla_sentences_glossed.eaf,a64,REF_ANNOTATION,mb,mb,ref,morpheme,a18,,,uni-jaʔ muʈʰɘn ɲɛl-t̪i-gi-iɲ buɟhɘ͡o̯-d̪a ɟe uni-i̯ komɽ-o̯͡a-k-aʔ-a
bangla_sentences_glossed.eaf,a65,REF_ANNOTATION,mb,mb,ref,morpheme,a19,,,iɲ baba ɘɖi kɘʈiʲc̚ʔ t̪ahɛ̃-kan-ɾe-gi iɲ haɽamba d̪ɔ͡i̯ gɔʲc̚ʔ-ĕna
bangla_sentences_glossed.eaf,a66,REF_ANNOTATION,mb,mb,ref,morpheme,a20,,,nɔʔɔ͡i̯-pɛ ɲɛlɛ-ʔ ɔɽaʔ d̪ɔ alɛ-jaʔ-kan-a
bangla_sentences_glossed.eaf,a67,REF_ANNOTATION,mb,mb,ref,morpheme,a21,,,ɔka-ʈaʔ kat̪ʰa-m ɾɔɽ-kɛt̪̚ʔ ɔna d̪ɔ-iɲ baɖa͡i̯-ge-a
bangla_sentences_glossed.eaf,a68,REF_ANNOTATION,mb,mb,ref,morpheme,a22,,,koʈʰin kɘmi-kan-ɾɛ-hɔ̃ no̯͡a-d̪ɔ-iɲ kuɾumuʈu-ja
bangla_sentences_glossed.eaf,a69,REF_ANNOTATION,mb,mb,ref,morpheme,a23,,,ɔɽaʔ-ɛm hɛʲc̚ʔ-ak-an-ɾɛ-d̪ɔ d̪ɛla-laŋ d̪ãɽa ɘgu-ja
bangla_sentences_glossed.eaf,a70,REF_ANNOTATION,mb,mb,ref,morpheme,a24,,,am mam bes-ge d̪ɛla ad̪ɔ pʰuʈbɔl gat̪e-laŋ cala-a
bangla_sentences_glossed.eaf,a71,REF_ANNOTATION,mb,mb,ref,morpheme,a25,,,alɛ-jaʔ pɘɾsi-t̪ɛ ɔka-ʈaʔ-iɲ siɾiɲ-kɛt̪̚ʔ ɔna d̪ɔ d̪ulɘɾ ɾe-jaʔ siɾiɲ kan-a
bangla_sentences_glossed.eaf,a72,REF_ANNOTATION,mb,mb,ref,morpheme,a26,,,aɾ-hɔm hɛʲc̚ʔ-lɛn-kʰan iɲ lɘgi-ʔ cɔk̚lɛʈ ɘgu t̪aɾa͡i̯-mɛ
bangla_sentences_glossed.eaf,a73,REF_ANNOTATION,mb,mb,ref,morpheme,a27,,,am nɔnɖɛ-m t̪ahɛ̃-n no̯͡a-d̪ɔ-iɲ baɽ͡ai̯-kan t̪ahɛ̃-ge-a
bangla_sentences_glossed.eaf,a74,REF_ANNOTATION,mb,mb,ref,morpheme,a28,,,iɲ-aʔ pɘt̪.jɘ͡o̯ t̪ahɛ̃-kan-a ɟe am no̯͡a-m kɘmi d̪aɽe-jaʔ-a
bangla_sentences_glossed.eaf,a75,REF_ANNOTATION,mb,mb,ref,morpheme,a29,,,am ba-m d̪aɽe-jaʔ-kʰan ɔna kɘmi d̪ɔ al-ɔm kɘmi-a
bangla_sentences_glossed.eaf,a76,REF_ANNOTATION,mb,mb,ref,morpheme,a30,,,isin basaŋ-ɛt̪̚ʔ-kan kuɽi d̪ɔ iɲ bɔ͡i̯ha kan-a-i̯
bangla_sentences_glossed.eaf,a77,REF_ANNOTATION,mb,mb,ref,morpheme,a31,,,am ba-m hiɟuʔ-t̪ɛ d̪ɔ iɲ-hɔ̃ bɘɲ cala-a
bangla_sentences_glossed.eaf,a78,REF_ANNOTATION,mb,mb,ref,morpheme,a32,,,iɲ ɔɽaʔ hɛʲc̚ʔ t̪ɔɾa-ge iɲ gɔgɔ d̪ɔ iɲ ɛgɛ-ɾɛ ɛhɔp̚ʔ-ena
bangla_sentences_glossed.eaf,a79,REF_ANNOTATION,mb,mb,ref,morpheme,a33,,,ɲind̪ɘ baŋ ɟɘpit̪̚ʔ-kat̪ɛ-iɲ paɽhaʔ-t̪ɛ biɖɘ͡o̯-ɾɛ iɲ boge kuɽɘ͡.ji-iɲ ɲam-ked̪a
bangla_sentences_glossed.eaf,a80,REF_ANNOTATION,mb,mb,ref,morpheme,a34,,,ɟa͡o̯gʰɘɽi paɽhaʔ-mɛ ɛnkʰan am gɔgɔ-baba d̪ɔ bʰage gid̪ɾɘ-kin mɛt̪a-m-a
bangla_sentences_glossed.eaf,a81,REF_ANNOTATION,mb,mb,ref,morpheme,a35,,,iɲ ɔka nakʰa-ɾɛ-iɲ t̪ahɛ̃-n-kan ɔnɖɛn-ko ɟɔt̪ɔ-hɔɽ-ko opɔɾo-m-iɲ-ɘ
bangla_sentences_glossed.eaf,a82,REF_ANNOTATION,mb,mb,ref,morpheme,a36,,,am-iɲ met̪aʔ-mɛ-ɾɛ-hɔ̃ ced̪aʔ ba-m hɛʲc̚ʔ-lena
bangla_sentences_glossed.eaf,a83,REF_ANNOTATION,mb,mb,ref,morpheme,a37,,,hɔla ɟe iskul bɔnd̪ɔ t̪ahɛ̃-kan ɔna bɘɲ baɖa͡i̯-kan t̪ahɛ̃-n-a
bangla_sentences_glossed.eaf,a84,REF_ANNOTATION,mb,mb,ref,morpheme,a38,,,alɛ d̪ɔ baɾ bɔ͡i̯ha kɔɽa aɾ pɛ bɔ͡i̯ha kuɽi
bangla_sentences_glossed.eaf,a85,REF_ANNOTATION,mb,mb,ref,morpheme,a39,,,iɲ-aʔ iskul d̪ɔ nɔnɖɛ kʰɔn pɛ ma.jel sɘŋgi-iɲ-a
bangla_sentences_glossed.eaf,a86,REF_ANNOTATION,mb,mb,ref,morpheme,a40,,,nit̪̚ʔ iɲ-ʈʰɛʲc̚ʔ d̪ɔ cɛʈ̪̚ʔ ʈaka hɔ̃ bɘn-u-a
bangla_sentences_glossed.eaf,a87,REF_ANNOTATION,mb,mb,ref,morpheme,a41,,,baɟaɾ-ɾɛ ɟinis pot̪̚ɾɔ ɾe-jaʔ d̪am ɘɖi ɟɘst̪i
bangla_sentences_glossed.eaf,a88,REF_ANNOTATION,mb,mb,ref,morpheme,a42,,,gɛl-baɾ cand̪o-ɾɛ mit̪̚ʔ sɛɾma ho.jo-a
bangla_sentences_glossed.eaf,a89,REF_ANNOTATION,mb,mb,ref,morpheme,a43,,,i.ja͡i̯ maha-ɾɛ mit̪̚ʔ hap̚t̪a ho.jo-a
bangla_sentences_glossed.eaf,a90,REF_ANNOTATION,mb,mb,ref,morpheme,a44,,,alɛ at̪o-ɾɛ cand̪o-ɾɛ mit̪̚ʔ-ʈɛʲc̚ʔ sei-ɾiɲ akʰɽa ho.jo-a
bangla_sentences_glossed.eaf,a91,REF_ANNOTATION,mb,mb,ref,morpheme,a45,,,pɘɾsi-t̪ɛ abu d̪ɔ abu-aʔ mɔn ɾe-jaʔ katʰa-bo ɟɘhiɾ-a
bangla_sentences_glossed.eaf,a92,REF_ANNOTATION,mb,mb,ref,morpheme,a46,,,gat̪i kʰilɘʈ d̪ɔ hɔɽ-mɔ lagit̪̚ʔ bʰage-a
bangla_sentences_glossed.eaf,a93,REF_ANNOTATION,gl,gl,mb,gloss,a47,,,1SG-TOP football-OBJ play-FIN and 1SG brother-TOP cricket-LOC play-FIN
bangla_sentences_glossed.eaf,a94,REF_ANNOTATION,gl,gl,mb,gloss,a48,,,1PL.EXCL locality-LOC month-LOC one-time song gathering become-FIN but fight-fight happen-COND-COND many-day closed stay-TR-FIN
bangla_sentences_glossed.eaf,a95,REF_ANNOTATION,gl,gl,mb,gloss,a49,,,now TOP 1SG hand.LOC money NEG-1SG.SUBJ-FIN because COMP yesterday one-OBL watch-OBJ buy-PFV-PST-FIN
bangla_sentences_glossed.eaf,a96,REF_ANNOTATION,gl,gl,mb,gloss,a50,,,tree plant TOP good work COP.PROG-FIN and tree care also necessary-EMPH-FIN
bangla_sentences_glossed.eaf,a97,REF_ANNOTATION,gl,gl,mb,gloss,a51,,,1SG TOP morning-GEN NEG eat-PFV-PST-FIN because COMP 1SG hand.LOC money NEG-1SG.SUBJ-FIN
bangla_sentences_glossed.eaf,a98,REF_ANNOTATION,gl,gl,mb,gloss,a52,,,1SG TOP very hour-ABL-OBJ sit-PFV-PST.1SG still-also NEG see-PROG-FIN
bangla_sentences_glossed.eaf,a99,REF_ANNOTATION,gl,gl,mb,gloss,a53,,,3SG with 1SG-GEN relationship NEG good-FIN but 1SG TOP 3SG-OBJ respect honour-APPL-FIN
bangla_sentences_glossed.eaf,a100,REF_ANNOTATION,gl,gl,mb,gloss,a54,,,3SG person TOP wealth-LOC-even happiness NEG.exist-3SG-FIN
bangla_sentences_glossed.eaf,a101,REF_ANNOTATION,gl,gl,mb,gloss,a55,,,1PL.EXCL-TOP football play-PST.PL go-1PL.PST river-LOC-PST.PL bathe-1PL.PST then after home-LOC arrive after eat-PST.PL sit-1PL.PST
bangla_sentences_glossed.eaf,a102,REF_ANNOTATION,gl,gl,mb,gloss,a56,,,1SG-GEN new school TOP very beautiful-FIN but that TOP 1PL.EXCL home-ABL very far-INTR-FIN
bangla_sentences_glossed.eaf,a103,REF_ANNOTATION,gl,gl,mb,gloss,a57,,,1SG mother-GEN hand food TOP very-EMPH delicious-FIN but 1SG-GEN younger brother TOP that eat-INF like-GEN-M-FIN
bangla_sentences_glossed.eaf,a104,REF_ANNOTATION,gl,gl,mb,gloss,a58,,,next-PROG holiday-LOC 1SG-TOP Dhaka-OBJ go-FIN or NEG-COND bicycle ride-OBJ learn-INCH
bangla_sentences_glossed.eaf,a105,REF_ANNOTATION,gl,gl,mb,gloss,a59,,,1SG-TOP Bengali-INS word-OBJ speak-FIN and English-INS-also word-OBJ speak be.able-REFL-M-FIN
bangla_sentences_glossed.eaf,a106,REF_ANNOTATION,gl,gl,mb,gloss,a60,,,1SG TOP-OBJ work COP.PROG-FIN and Suman TOP sleep-3SG.SUBJ-PST
bangla_sentences_glossed.eaf,a107,REF_ANNOTATION,gl,gl,mb,gloss,a61,,,fair-LOC-OBJ walk-PROG stay-TR-FIN suddenly-EMPH 3SG-OBJ see-BEN-PST.3SG-FIN
bangla_sentences_glossed.eaf,a108,REF_ANNOTATION,gl,gl,mb,gloss,a62,,,2SG TOP perhaps NEG-2SG.SUBJ believe-IRREAL-M-FIN but this-EMPH truth-PROG-FIN
bangla_sentences_glossed.eaf,a109,REF_ANNOTATION,gl,gl,mb,gloss,a63,,,2SG go-M wish go-IMP.2SG 1SG TOP NEG
bangla_sentences_glossed.eaf,a110,REF_ANNOTATION,gl,gl,mb,gloss,a64,,,3SG-GEN face see-CAUS-EMPH-OBJ understand-PST.1SG COMP 3SG-3SG.OBJ steal-REFL-PFV-M-FIN
bangla_sentences_glossed.eaf,a111,REF_ANNOTATION,gl,gl,mb,gloss,a65,,,1SG father very young stay-PROG-LOC-EMPH 1SG grandfather TOP die-1PL.PST
bangla_sentences_glossed.eaf,a112,REF_ANNOTATION,gl,gl,mb,gloss,a66,,,this-PL see-M house TOP 1PL.EXCL-GEN-PROG-FIN
bangla_sentences_glossed.eaf,a113,REF_ANNOTATION,gl,gl,mb,gloss,a67,,,which-thing word-2SG.POSS say-PST.2SG that TOP-OBJ know-EMPH-FIN
