sentence_id,santali_sentence,english_gloss,bangla_gloss,sentence_type,confidence,source_eaf_file,source_eaf_utterance_id,source_eaf_pattern,source_report_section,dictionary_slots_json,morphology_notes,rejection_risk,synthetic,needs_native_review
LLM-000011,Ar Ji e en par-omok'-kan-re Mathae-ko metae mitt-e hor ma ul uk'thau orak' then durup'-a-kan-e helke-de-a,nan,,,medium,matthew_santali_glossed.eaf,34,Ar Jisu onde khon-e sen par-omok'-kan-re Mathae-ko metae mitt-e hor masul uk'thau orak' then durup'-a-kan-e helke-de-a,,"[{""slot"": ""pron."", ""headword"": ""e"", ""pos"": ""pron."", ""english"": ""Him"", ""bangla"": ""তার (পুরুষলিঙ্গ)"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000012,mit̪ʔ-d̪ʰaɔ̯ ɲɛlɛɾa a ɲu kat̪ɛ-t̪ʔ ɘɖi  ińren,nan,,,medium,santali_glossed_new_3(1).eaf,4,mit̪ʔ-d̪ʰaɔ̯ ɲɛlɛɾasa ɲu kat̪ɛ-t̪ʔ ɘɖi sibil ked-e-a aɾ uni d̪ɔ ɲu-ɲut̪-i-ge-i̯ t̪ahɛ-i̯-en-a,,"[{""slot"": ""pron."", ""headword"": ""ińren"", ""pos"": ""pron."", ""english"": ""mine"", ""bangla"": ""আমার (সম্বন্ধে)"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000013,ḍho̱p̕,nan,,,medium,santali_glossed_new_3.eaf,72,am-ɾɛn gɔgɔ-baba lɘj-a-kin-mɛ am-buɖi-gɔ-i̯ ɾuɘ-ʔ-kan-a,,"[{""slot"": ""n."", ""headword"": ""ḍho̱p̕"", ""pos"": ""n."", ""english"": ""Rapping sound"", ""bangla"": ""ঠকঠক শব্দ"", ""semantic_domain"": ""Sound""}]",,,True,True
LLM-000014,budạ,nan,,,medium,lexicon(1).eaf,231,kɘʈiʲc̚ʔ gid̪ɾɘ-ko,,"[{""slot"": ""n."", ""headword"": ""budạ"", ""pos"": ""n."", ""english"": ""Stalk"", ""bangla"": ""কাণ্ড"", ""semantic_domain"": ""Plant""}]",,,True,True
LLM-000015,pala,nan,,,medium,lexicon.eaf,185,san,,"[{""slot"": ""n."", ""headword"": ""pala"", ""pos"": ""n."", ""english"": ""hoar frost"", ""bangla"": ""শিশির"", ""semantic_domain"": ""Nature""}]",,,True,True
LLM-000016,baɽge bɛɽha͡i̯-t̪ɛ  iʈɘpʔ oɖa-o-kat̪ɛ goɖo  gạrmi,nan,,,medium,santali_glossed_dialogues.eaf,26,baɽge bɛɽha͡i̯-t̪ɛ siʈɘpʔ oɖa-o-kat̪ɛ goɖo sapʔ-ko,,"[{""slot"": ""n."", ""headword"": ""gạrmi"", ""pos"": ""n."", ""english"": ""gonorrhoea"", ""bangla"": ""গনোরিয়া"", ""semantic_domain"": ""Disease""}]",,,True,True
LLM-000017,miʔ-hɔɽ  kudum,nan,,,medium,santali_dialogues_glossed.eaf,56,miʔ-hɔɽ sã͡o-t̪ɛ aɾ miʔ hɔɽ d̪ɔ alo-pɛ ɟuɾi-kin-ɘ,,"[{""slot"": ""n."", ""headword"": ""kudum"", ""pos"": ""n."", ""english"": ""riddle"", ""bangla"": ""ধাঁধা"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-000018,bakhra,nan,,,medium,santali_dialogues_glossed.eaf,55,ɔkɔi-hɔ̃ alo-pɛ ɛgɛɾ-ko-a,,"[{""slot"": ""n."", ""headword"": ""bakhra"", ""pos"": ""n."", ""english"": ""Share"", ""bangla"": ""ভাগ, অংশীদারিত্ব"", ""semantic_domain"": ""Quantity / Social""}]",,,True,True
LLM-000019,Ar aleak' do abo bhe̱d,nan,,,high,matthew_santali_glossed.eaf,24,Ar aleak' dos-ko ikakat-a-len cet-e-leka ale ho aleak' dodos-ko-le ikakat'-ta-ko,,"[{""slot"": ""pron."", ""headword"": ""abo"", ""pos"": ""pron."", ""english"": ""We"", ""bangla"": ""আমরা"", ""semantic_domain"": ""Pronoun""}, {""slot"": ""n."", ""headword"": ""bhe̱d"", ""pos"": ""n."", ""english"": ""Occupation, work"", ""bangla"": ""কাজ"", ""semantic_domain"": ""Work""}]",,,True,True
LLM-000020,ikraṛ nama,nan,,,medium,lexicon.eaf,230,gid̪ɾɘ-ko,,"[{""slot"": ""n."", ""headword"": ""ikraṛ nama"", ""pos"": ""n."", ""english"": ""indenture"", ""bangla"": ""চুক্তিপত্র"", ""semantic_domain"": ""Law""}]",,,True,True
LLM-000021,thalhalao ɑ tʃɑlɑɔ-en-ɑ,nan,,,medium,matthew_santali_glossed_ipa.eaf,1,ɑɲɲɔm-ketʔ kʰɑn ɡɑlil-t̪e-ye sɑ tʃɑlɑɔ-en-ɑ,,"[{""slot"": ""v."", ""headword"": ""thalhalao"", ""pos"": ""v."", ""english"": ""to be stricken"", ""bangla"": ""আক্রান্ত হওয়া"", ""semantic_domain"": ""State""}]",,,True,True
LLM-000022,o̱t,nan,,,medium,santali_glossed_new_3.eaf,46,baba-d̪ɔ mit̪ʔ-ʈɛn gʰaɾɔ̃ɟ-ɾɛn mukʰi̯ɘ hɔɽ,,"[{""slot"": ""n."", ""headword"": ""o̱t"", ""pos"": ""n."", ""english"": ""the ground"", ""bangla"": ""মাটি"", ""semantic_domain"": ""Nature""}]",,,True,True
LLM-000023,mela,nan,,,medium,santali_glossed_3.eaf,29,hamal,,"[{""slot"": ""adj."", ""headword"": ""mela"", ""pos"": ""adj."", ""english"": ""general"", ""bangla"": ""সাধারণ"", ""semantic_domain"": ""Quality""}]",,,True,True
LLM-000024,kalak cele,nan,,,high,santali_glossed_new_3.eaf,58,baba-i̯-ɲ d̪isɘl-e-kʰan nit̪-hɔ̃ iɲ ɾaʔ ɾaʔ-iɲ ɘi̯-kɘɔ̯-a,,"[{""slot"": ""n."", ""headword"": ""kalak"", ""pos"": ""n."", ""english"": ""obloquy"", ""bangla"": ""নিন্দা"", ""semantic_domain"": ""Abstract""}, {""slot"": ""pron."", ""headword"": ""cele"", ""pos"": ""pron."", ""english"": ""What"", ""bangla"": ""কী"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000025,naenam or-ren hopon-ko numo-gok'-a,nan,,,medium,matthew_santali_glossed.eaf,14,Suk'luk-ko-ge-ko bhagan-a ente onko do Isor-ren hopon-ko numo-gok'-a,,"[{""slot"": ""n."", ""headword"": ""naenam"", ""pos"": ""n."", ""english"": ""remembrance"", ""bangla"": ""স্মৃতি"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-000026,dho̱ro̱m baha mala,nan,,,high,santali_new_glossed.eaf,64,ɟɔm-aʔ-ko-ɾɛ d̪ɔ ɖʰeɾ mɔsɔla-ko laga-o̯-ă-ka-d̪a,,"[{""slot"": ""n."", ""headword"": ""dho̱ro̱m"", ""pos"": ""n."", ""english"": ""Truth"", ""bangla"": ""সত্য"", ""semantic_domain"": ""Quality""}, {""slot"": ""n."", ""headword"": ""baha mala"", ""pos"": ""n."", ""english"": ""Garland of flowers"", ""bangla"": ""ফুলের মালা"", ""semantic_domain"": ""Culture / Ritual""}]",,,True,True
LLM-000027,jhĩk,nan,,,medium,santali_new_glossed.eaf,41,abo d̪ɔ cɛt̪ oŋ-ko-bo hɔhɔ-o̯a-ʔ-ko t̪ahɛ̃-na,,"[{""slot"": ""n."", ""headword"": ""jhĩk"", ""pos"": ""n."", ""english"": ""Indian porcupine"", ""bangla"": ""শজারু"", ""semantic_domain"": ""Animal""}]",,,True,True
LLM-000028,bhiṇḍ,nan,,,medium,santali_dialogues_glossed.eaf,48,laha d̪ɔ buɟʰh-ɘ-ă-ko-pɛ,,"[{""slot"": ""n."", ""headword"": ""bhiṇḍ"", ""pos"": ""n."", ""english"": ""Mass"", ""bangla"": ""স্তূপ"", ""semantic_domain"": ""Quantity""}]",,,True,True
LLM-000029,enhilɔkʔ d͡ʒi u d̪ɔ ɔrɑkʔ kʰɔn ɔd̪ɔk  jãhã,nan,,,medium,matthew_santali_glossed_ipa.eaf,42,enhilɔkʔ d͡ʒisu d̪ɔ ɔrɑkʔ kʰɔn ɔd̪ɔk sen-kɑt̪e d̪ɔre-ɑɔ ɑr-er-e-ye d̪uruʔp-en-ɑ,,"[{""slot"": ""pron."", ""headword"": ""jãhã"", ""pos"": ""pron."", ""english"": ""anything"", ""bangla"": ""যা কিছু"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000030,kạrṭi,nan,,,medium,lexicon(1).eaf,138,bana,,"[{""slot"": ""n."", ""headword"": ""kạrṭi"", ""pos"": ""n."", ""english"": ""nail"", ""bangla"": ""নখ"", ""semantic_domain"": ""Body Part""}]",,,True,True
LLM-000031,sutạm uluk ho . jo-ʔ-ma,nan,,,medium,santali_glossed_new_2.eaf,19,sanam-ko-aʔ suluk ho.jo-ʔ-ma,,"[{""slot"": ""n."", ""headword"": ""sutạm"", ""pos"": ""n."", ""english"": ""thread"", ""bangla"": ""সুতা"", ""semantic_domain"": ""Material""}]",,,True,True
LLM-000032,iɲ dɔ dɑkʔ-ten bɑpti bin ɔnɔt ɟiu-te bɑpti -peɑ,nan,,,medium,santali_mark1_glossed.eaf,13,iɲ dɔ dɑkʔ-ten bɑptis-kep-te-ɑ uni dɔ sɔnɔt ɟiu-te bɑptis-peɑ,,"[{""slot"": ""prep."", ""headword"": ""bin"", ""pos"": ""prep."", ""english"": ""Exclusive of"", ""bangla"": ""বাদ দিয়ে"", ""semantic_domain"": ""Relation""}]",,,True,True
LLM-000033,ińic̕ apha-kok'-me,nan,,,medium,matthew_santali_glossed.eaf,33,Ado ti tiarkat-e-ye jotet'-ke-de-a ar-e meta-de-a Sana-kan-ge-a ma sapha-kok'-me,,"[{""slot"": ""pron."", ""headword"": ""ińic̕"", ""pos"": ""pron."", ""english"": ""my"", ""bangla"": ""আমার"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000034,phạṇḍi boṅga betha i-t̪ɛ hako-ko bɘɽ ạṅgra,nan,,,high,santali_bangla_glossed.eaf,4,a͡i̯malɛ-kat̪ɛ hako-ko sapʔ-ko-a ɟɛmɔn ɔkɔi d̪ɔ ɟʰɘli-t̪ɛ hako-ko ɟʰɘli-ko-a ɔkɔi d̪ɔ bɘɽsi-t̪ɛ hako-ko bɘɽsi-ko-a,,"[{""slot"": ""n."", ""headword"": ""phạṇḍi"", ""pos"": ""n."", ""english"": ""thanna"", ""bangla"": ""থানা"", ""semantic_domain"": ""Place""}, {""slot"": ""n."", ""headword"": ""boṅga betha"", ""pos"": ""n."", ""english"": ""Intercostal neuralgia"", ""bangla"": ""পাঁজরের ব্যথা"", ""semantic_domain"": ""Health""}, {""slot"": ""n."", ""headword"": ""ạṅgra"", ""pos"": ""n."", ""english"": ""Flirting"", ""bangla"": ""প্রেমালাপ, ফ্লার্ট"", ""semantic_domain"": ""Social""}]",,,True,True
LLM-000035,mit̪ʔ-d̪ʰa͡o̯ | ɲɛlɛɾa a | ɲu-kat̪ɛ | ɘɖi |  apṛẽ,After consuming once he was very amused and kept eating.,,,medium,santali_glossed_1.eaf,4,mit̪ʔ-d̪ʰa͡o̯ | ɲɛlɛɾasa | ɲu-kat̪ɛ | ɘɖi | sibil | ked-e-a | aɾ | uni | d̪ɔ | ɲu-ɲut̪-i̯ | ge-i̯ | t̪ãhɛ-i̯-na,,"[{""slot"": ""pron."", ""headword"": ""apṛẽ"", ""pos"": ""pron."", ""english"": ""I"", ""bangla"": ""আমি"", ""semantic_domain"": ""Pronoun""}]",,,True,True
LLM-000036,bhucạṛ,nan,,,medium,santali_glossed_dialogues.eaf,35,ona bʰugɘʔ-ko-ɾɛ a͡i̯ma hoɽo t̪ahɛ̃-len-a,,"[{""slot"": ""n."", ""headword"": ""bhucạṛ"", ""pos"": ""n."", ""english"": ""Butcher"", ""bangla"": ""কসাই"", ""semantic_domain"": ""Occupation""}]",,,True,True
LLM-000037,ghạrnại,nan,,,medium,santali_glossed_3.eaf,34,bele,,"[{""slot"": ""n."", ""headword"": ""ghạrnại"", ""pos"": ""n."", ""english"": ""raft"", ""bangla"": ""ভেলা"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-000038,o̱bo̱sta,nan,,,medium,santali_glossed_new_3(1).eaf,65,alɛ ɟɔt̪ɔ-hɔɽ mɔ̃ɟ-ge mena-ʔ-le-a,,"[{""slot"": ""v."", ""headword"": ""o̱bo̱sta"", ""pos"": ""v."", ""english"": ""to impair"", ""bangla"": ""ক্ষতি করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000039,co̱ṭ,nan,,,medium,santali_glossed_new_3(1).eaf,49,baba-ʈʰɛn-kʰɔn iɲ-d̪ɔ ɔlɔʔ aɾ paɽhaɔ̯-iɲ cit̪ʔ-akad-a,,"[{""slot"": ""n."", ""headword"": ""co̱ṭ"", ""pos"": ""n."", ""english"": ""Firmament"", ""bangla"": ""আকাশমণ্ডল"", ""semantic_domain"": ""Nature""}]",,,True,True
LLM-000040,kạbuliạ,nan,,,medium,matthew_santali_glossed.eaf,10,Mahr-ko-ge-ko bhagan-a ente onko do pirthimi-ko aidari-jon-a,,"[{""slot"": ""n."", ""headword"": ""kạbuliạ"", ""pos"": ""n."", ""english"": ""Cabulee"", ""bangla"": ""কাবুলি"", ""semantic_domain"": ""Person""}]",,,True,True
LLM-000041,cho̱l ɛɾma iɲ-aʔ-hɔ̃ noŋka-ge ho͡i̯-len-a,nan,,,medium,santali_glossed_dialogues.eaf,40,cala-o-ɛn sɛɾma iɲ-aʔ-hɔ̃ noŋka-ge ho͡i̯-len-a,,"[{""slot"": ""n."", ""headword"": ""cho̱l"", ""pos"": ""n."", ""english"": ""Subterfuge"", ""bangla"": ""ছলনা"", ""semantic_domain"": ""Behavior""}]",,,True,True
LLM-000042,ghạnta,nan,,,medium,santali_new_glossed.eaf,42,abo d̪ɔ cɛt̪ oŋ-ko-bo hɔhɔ-o̯a-ko-a,,"[{""slot"": ""n."", ""headword"": ""ghạnta"", ""pos"": ""n."", ""english"": ""large bell"", ""bangla"": ""বড় ঘণ্টা"", ""semantic_domain"": ""Object""}]",,,True,True
LLM-000043,baret,nan,,,medium,santali_imperatives_glossed.eaf,39,apɛ ɔkɔ͡i ɔkɔ͡i-ko ɔna ʈoʈʰa calaʔ ba-pɛ mene-da,,"[{""slot"": ""n."", ""headword"": ""baret"", ""pos"": ""n."", ""english"": ""Brother"", ""bangla"": ""ভাই"", ""semantic_domain"": ""Kinship""}]",,,True,True
LLM-000044,d̪aka mɛna-a pɛ lɛ-kan hako ut̪u mɛna-a aɾ  ṭupi,nan,,,medium,santali_bangla_glossed.eaf,11,d̪aka mɛna-a pɛ lɛ-kan hako ut̪u mɛna-a aɾ sim-ɟil ut̪u mɛna-a,,"[{""slot"": ""n."", ""headword"": ""ṭupi"", ""pos"": ""n."", ""english"": ""percussion cap"", ""bangla"": ""ক্যাপ"", ""semantic_domain"": ""Weapon""}]",,,True,True
LLM-000045,ar,nan,,,medium,lexicon(1).eaf,232,haɽam-ba,,"[{""slot"": ""conj."", ""headword"": ""ar"", ""pos"": ""conj."", ""english"": ""And"", ""bangla"": ""এবং, আর"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000046,un kʰɔn d͡ʒi to̱l,nan,,,medium,matthew_santali_glossed_ipa.eaf,6,un kʰɔn d͡ʒisu d̪ɔ pɔpɔrtʃɑr ɑr memene ehɔpʔ-ke-d̪ɑ,,"[{""slot"": ""v."", ""headword"": ""to̱l"", ""pos"": ""v."", ""english"": ""to fasten to"", ""bangla"": ""বেঁধে রাখা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000047,uni d̪o  o̱ko̱e,nan,,,medium,santali_matthew_glossed(1).eaf,2,uni d̪o sermɑ rɑj reɑk' kɑŋ-e-ɑ,,"[{""slot"": ""pron."", ""headword"": ""o̱ko̱e"", ""pos"": ""pron."", ""english"": ""whom"", ""bangla"": ""কাকে"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000048,judi,nan,,,medium,santali_glossed_new_3.eaf,66,buɖi-gɔ cɛt̪ʔ-lɛka mena-a hɔpɔn-ba,,"[{""slot"": ""conj."", ""headword"": ""judi"", ""pos"": ""conj."", ""english"": ""if"", ""bangla"": ""যদি"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000049,e̱nhõ̠,nan,,,medium,lexicon.eaf,224,hɔpɔn-ba,,"[{""slot"": ""conj."", ""headword"": ""e̱nhõ̠"", ""pos"": ""conj."", ""english"": ""Nevertheless"", ""bangla"": ""তবুও"", ""semantic_domain"": ""Relation""}]",,,True,True
LLM-000050,talbhaṅ,nan,,,medium,lexicon(1).eaf,132,sim,,"[{""slot"": ""n."", ""headword"": ""talbhaṅ"", ""pos"": ""n."", ""english"": ""pause"", ""bangla"": ""বিরতি"", ""semantic_domain"": ""Music""}]",,,True,True
LLM-000051,hoyaṅ . j-aʔ mɔn d̪ɔ ɾɘ -kɛ-t̪ɛ pɛɾɛɟ-ɔʔ-a,nan,,,medium,santali_glossed_new.eaf,32,cɛ̃ɽɛ̃-ko-ɔ̯͡aʔ cɛɾɔ-bɛɾɔ aɲɟɔm-t̪ɛ ale.j-aʔ mɔn d̪ɔ ɾɘs-kɛ-t̪ɛ pɛɾɛɟ-ɔʔ-a,,"[{""slot"": ""n."", ""headword"": ""hoyaṅ"", ""pos"": ""n."", ""english"": ""angle"", ""bangla"": ""কোণ"", ""semantic_domain"": ""Shape""}]",,,True,True
LLM-000052,ograo,nan,,,medium,santali_new_glossed.eaf,34,no̯a ʈɔʈʰa-ɾɛ oŋ-ko d̪ɔ cɛt̪-lɛka-t̪ɛ-ko hɛc͡ʔ-le-na,,"[{""slot"": ""v."", ""headword"": ""ograo"", ""pos"": ""v."", ""english"": ""to wait"", ""bangla"": ""অপেক্ষা করা"", ""semantic_domain"": ""Action""}]",,,True,True
LLM-000053,laeloṭha,nan,,,medium,lexicon.eaf,132,sim,,"[{""slot"": ""n."", ""headword"": ""laeloṭha"", ""pos"": ""n."", ""english"": ""disagreement"", ""bangla"": ""মতবিরোধ"", ""semantic_domain"": ""Abstract""}]",,,True,True
LLM-000054,eṭak̕ en lah-a-kate ar bar boeha Sabdae-ren hopon Jakob ar uni-ren boeha Johan-e ñelket'-kina,nan,,,medium,matthew_santali_glossed.eaf,37,Ar sen lah-a-kate ar bar boeha Sabdae-ren hopon Jakob ar uni-ren boeha Johan-e ñelket'-kina,,"[{""slot"": ""adj. / pron."", ""headword"": ""eṭak̕"", ""pos"": ""adj. / pron."", ""english"": ""Another"", ""bangla"": ""অন্য"", ""semantic_domain"": ""General""}]",,,True,True
LLM-000055,mit̪ʔ-d̪ʰaɔ̯ ɲɛlɛɾa a ɲu kat̪ɛ-t̪ʔ ɘɖi  jage,nan,,,medium,santali_glossed_new_3.eaf,4,mit̪ʔ-d̪ʰaɔ̯ ɲɛlɛɾasa ɲu kat̪ɛ-t̪ʔ ɘɖi sibil ked-e-a aɾ uni d̪ɔ ɲu-ɲut̪-i-ge-i̯ t̪ahɛ-i̯-en-a,,"[{""slot"": ""pron."", ""headword"": ""jage"", ""pos"": ""pron."", ""english"": ""whatever"", ""bangla"": ""যা কিছু"", ""semantic_domain"": ""Grammar""}]",,,True,True
LLM-000056,ic̕ iʈɘb-o-a noko-d̪ɔ ɘɖi calak,nan,,,medium,santali_glossed_dialogues.eaf,29,mɛnkʰan noko-d̪ɔ ba-ko siʈɘb-o-a noko-d̪ɔ ɘɖi calak,,"[{""slot"": ""n."", ""headword"": ""ic̕"", ""pos"": ""n."", ""english"": ""dross"", ""bangla"": ""ধাতুর আবর্জনা / খাদ"", ""semantic_domain"": ""Material""}]",,,True,True
LLM-000057,caraṭ,nan,,,medium,lexicon(1).eaf,180,baha,,"[{""slot"": ""n."", ""headword"": ""caraṭ"", ""pos"": ""n."", ""english"": ""Snapping sound"", ""bangla"": ""চটকানো শব্দ"", ""semantic_domain"": ""Sound""}]",,,True,True
LLM-000058,Na be̱go̱r ajar,nan,,,high,matthew_santali_glossed.eaf,2,Nasaret bagi-kate dore-ão are reak' Kapharnahum-re sen-kate-ye bere-len-a,,"[{""slot"": ""prep."", ""headword"": ""be̱go̱r"", ""pos"": ""prep."", ""english"": ""Without"", ""bangla"": ""ছাড়া"", ""semantic_domain"": ""Relation""}, {""slot"": ""adj."", ""headword"": ""ajar"", ""pos"": ""adj."", ""english"": ""Heavy"", ""bangla"": ""ভারী"", ""semantic_domain"": ""Physical""}]",,,True,True
LLM-000059,rãk,nan,,,medium,santali_matthew_glossed(1).eaf,19,mɑhr-ko-d̪e-ko bʰɑɡɑ-nɑ ente on-ko d̪o piɾtʰimi-ko ɑid̪ɑri-jonɑ,,"[{""slot"": ""n."", ""headword"": ""rãk"", ""pos"": ""n."", ""english"": ""silt"", ""bangla"": ""পলি"", ""semantic_domain"": ""Nature""}]",,,True,True
LLM-000060,mạil,nan,,,medium,santali_dialogues_glossed.eaf,45,apɛ lɘʈu-ko kɘʈi-ko-pɛ d̪ulɘɽ-ko-a,,"[{""slot"": ""n."", ""headword"": ""mạil"", ""pos"": ""n."", ""english"": ""mile"", ""bangla"": ""মাইল"", ""semantic_domain"": ""Measurement""}]",,,True,True
LLM-000061,je lathak̕ erma raj-ge do-e maran-a,nan,,,high,matthew_santali_glossed.eaf,49,Ona ghuri-re-ge cela-ko Jisu then hec'-kate-ko men-ke-da Okoe endekhan serma raj-ge do-e maran-a,,"[{""slot"": ""prep."", ""headword"": ""je"", ""pos"": ""prep."", ""english"": ""in conformity with"", ""bangla"": ""অনুসারে / মতো"", ""semantic_domain"": ""Relation""}, {""slot"": ""adj."", ""headword"": ""lathak̕"", ""pos"": ""adj."", ""english"": ""gummy"", ""bangla"": ""আঠালো"", ""semantic_domain"": ""Quality""}]",,,True,True
LLM-000062,iɲ uni . j-aʔ kat̪ʰa-ɾɛ ɛkal-t̪ɛ bɘɲ ku lata,nan,,,medium,santali_glossed_new_2.eaf,97,iɲ uni.j-aʔ kat̪ʰa-ɾɛ ɛkal-t̪ɛ bɘɲ kusi-le-na,,"[{""slot"": ""v."", ""headword"": ""lata"", ""pos"": ""v."", ""english"": ""to be attached"", ""bangla"": ""লেগে থাকা"", ""semantic_domain"": ""State""}]",,,True,True
LLM-000063,hɔla ba-i̯  dabao,nan,,,medium,santali_glossed_new_2.eaf,86,hɔla ba-i̯ set̪oŋ-le-d̪a,,"[{""slot"": ""v."", ""headword"": ""dabao"", ""pos"": ""v."", ""english"": ""Chide"", ""bangla"": ""তিরস্কার করা"", ""semantic_domain"": ""Speech""}]",,,True,True
LLM-000064,aɖɛ-pa e ɾejaʔ i jaṅruli . j-oʔ-t̪a-bo-n-a,nan,,,medium,santali_glossed_new_3(1).eaf,99,aɖɛ-pase ɾejaʔ iskul-ko-ɾɛ abu calaʔ ho.j-oʔ-t̪a-bo-n-a,,"[{""slot"": ""n."", ""headword"": ""jaṅruli"", ""pos"": ""n."", ""english"": ""disease"", ""bangla"": ""অজানা রোগ"", ""semantic_domain"": ""Health""}]",,,True,True
LLM-000065,bạhni,nan,,,medium,santali_glossed_new_2.eaf,5,gɔgɔ-baba-kin ɛgɛ-ɾɛʔ-kan-t̪ahɛ̃-ɾɛ̃-hɔ ɛn-hɔ̃ mana d̪ɔ bɘɲ aɲɟɔm-ɛt̪ t̪ahɛ̃-kan-a,,"[{""slot"": ""n."", ""headword"": ""bạhni"", ""pos"": ""n."", ""english"": ""Round jar, earthen pot"", ""bangla"": ""মাটির জার, কলসী"", ""semantic_domain"": ""Object / Household""}]",,,True,True
