generated_id,template_id,generated_santali,generated_english,generated_bangla,best_eaf_file,best_eaf_utterance_id,best_eaf_santali,best_eaf_english,best_eaf_bangla,combined_score,english_word_score,english_overlap_score,bangla_overlap_score,santali_overlap_score,confidence
SYN-00041,OBJECT_VERB,abo dɔ dak̕-i baj-a,"we do cross, to go across with water.","আমরা জল পার হওয়া, ক্রস করা।",lexicon.eaf,30,paɾɔm calaʔ paɾɔm calaʔ,to cross,,0.7535,0.7535,0.5000,0.0000,0.0000,high
SYN-00048,SUBJ_VERB_NEG_FUTURE,abo dɔ ba-bon to̱go̱c̕ ḍaṭa-a,we will not to gnash the teeth.,আমরা দাঁত কড়মড় করা করবে না।,lexicon.eaf,105,ɖaʈa ɖaʈa,teeth,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00049,DEMO_NOM,nɔa dɔ nāogāo kan-a,This is address.,এটা ঠিকানা।,santali_school_dialogue_glossed.eaf,13,cɛt̪̚ʔ uni d̪ɔ a jaʔ ɔɽaʔ ɾenaʔ ʈʰikana͡i̯ lɘ͡͡i̯ d̪aɽe jaʔa cɛt̪̚ʔ uni d̪ɔ a-jaʔ ɔɽaʔ ɾenaʔ ʈʰikana-͡i̯ lɘ-͡i̯ d̪aɽe-jaʔ-a,But can he state his home address?,,0.5898,0.5898,0.5000,0.0000,0.0000,high
SYN-00052,SUBJ_ADJ,iɲ dɔ olocolo kan-a,I am fitful.,আমি অনিয়মিত।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7841,0.7841,0.5000,0.0000,0.4743,high
SYN-00056,ADV_VERB,iɲ dɔ pico̱po̱co̱ coḍak̕ kan-a,I do peel off below par.,আমি নিম্নমানের খসে পড়া।,santali_imperatives_glossed.eaf,69,lat̪aɾ-ɾɛ lat̪aɾ-ɾɛ,Below / Down,,0.6114,0.6114,0.3536,0.0000,0.0000,high
SYN-00057,ADJ_NOUN,nɔa dɔ salas raj baha kan-a,This is a unwonted sweet oleander.,এটা অস্বাভাবিক করবী গাছ।,santali_glossed_3.eaf,37,hɛɽɛm hɛɽɛm,Sweet,,1.0000,1.0000,0.5774,0.0000,0.0000,high
SYN-00064,ADJ_NOUN,ona dɔ ạnhũṭ ketab kan-a,That is a independent book.,"ওটা স্বাধীন, স্বনির্ভর বই।",santali_with_ipa.eaf,66,iɲ-aʔ mit't'e boi minaʔ iɲ-aʔ mit't'e boi minaʔ iɲɑʔ mitʔte boi minɑʔ,I have a book.,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00068,IMPERATIVE,gudrạu me,Please to happen.,ঘটা।,santali_pasted_text.eaf,57,cɛt̪ʔ cekaoakana cɛt̪ʔ ceka-o-a-kana,What happened?,,0.8018,0.8018,0.7071,0.0000,0.0000,high
SYN-00069,ADJ_NOUN,nɔa dɔ ro̱cro̱co̱ jạmki kan-a,This is a protruding plaited band.,এটা বেরিয়ে থাকা বোনা ফিতা।,lexicon.eaf,126,sut̪̚ʔ ɟʰɘli sut̪̚ʔ ɟʰɘli,hair clip/band,,0.5944,0.5944,0.3333,0.0000,0.0000,high
SYN-00073,YESNO_VERB,iɲ dɔ beṇḍao kan-a?,Do I kill?,আমি কি হত্যা করা?,santali_matthew_glossed.eaf,23,ɑlom kʰunɑ ɑr jɑhɑede-e kʰun uni d̪o bicɑrre d̪ɑyike hoyok'ɑ ɑlom kʰunɑ ɑr jɑhɑe-d̪e-e kʰun uni d̪o bicɑr-re d̪ɑyike hoyok'-ɑ,"Do not kill, and whoever kills will be liable to judgment.",,0.7548,0.7548,0.5000,0.0000,0.0000,high
SYN-00078,LOC_NEG_EXIST,nikạs-re gajaṛ banuʔ-a,There is no turmoil in/at opening.,খোলা জায়গা-তে হইচই নেই।,santali_matthew_glossed.eaf,10,sermɑ d̪o ʤʰic'enɑ sermɑ d̪o ʤʰic'-enɑ,The heavens were opened.,,0.5503,0.5503,0.3333,0.0000,0.0000,high
SYN-00079,OBJECT_VERB,uni dɔ mạci-i dạr-a,he/she does flee with stool.,সে টুল পালানো।,santali_glossed_2.eaf,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja ʈɘnɖi-t̪ɛt̪-ʔ d̪ɔ cɛt̪-ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc-ʔ-ge-ja,Is the stool thin or thick?,,0.6022,0.6022,0.4082,0.0000,0.0000,high
SYN-00082,ADJ_NOUN,nɔa dɔ alaklạṇḍi ạrsi kan-a,This is a pithless mirror.,"এটা দুর্বল, সারহীন আয়না।",santali_glossed_3.eaf,103,ɘɾsi ɘɾsi,The Mirror,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00083,OBJECT_VERB_NEG,iɲ dɔ lutur-to bɔ-iɲ bele-a,I do not mortify with ear.,আমি কান মরে যাওয়া (ক্ষত) না।,lexicon.eaf,91,lut̪uɾ lut̪uɾ,ear,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00085,DEMO_NEG_ADJ,ona dɔ ba-ŋ ar kan-a,That is not other.,"ওটা অন্য, অপর নয়।",santali_glossed_3.eaf,76,ɛʈaʔ ɛʈaʔ,Other/Another,,0.6804,0.6804,0.7071,0.0000,0.0000,high
SYN-00086,DEMO_NEG_NOM,nɔa dɔ oren dare dɔ ba-ŋ kan-a,This is not ash tree.,এটা অ্যাশ গাছ নয়।,lexicon.eaf,173,d̪aɾe d̪aɾe,tree,,0.6718,0.5362,0.7071,0.0000,0.0000,high
SYN-00087,PROHIBITIVE,alɔ-m ukhṛạu-a,Do not to be rooted up.,উপড়ে যাওয়া না।,lexicon.eaf,179,ɾɛhɛt̪̚ʔ ɾɛhɛt̪̚ʔ,roots,,0.7796,0.7796,0.7071,0.0000,0.0000,high
SYN-00091,NUM_NOUN_EXIST,mo̱ne̱ ḍaḍha minaʔ,There are/is five chattels.,পাঁচ চলাচল সম্পত্তি আছে।,santali_new_glossed.eaf,109,mɔ̃ɽɛ mɔ̃ɽɛ,Five,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00097,DEMO_ADJ,ona dɔ kiṛco̱t̕ ko̱rco̱t̕ kan-a,That is curly (as hair).,ওটা কোঁকড়ানো।,lexicon.eaf,100,up̚ʔ up̚ʔ,hair,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00100,POSS_EXIST,uni-aʔ mit't'e niṭ o̱kte̱ko minaʔ,he/she have one fixed seasons.,সে একটি নির্ধারিত ঋতু আছে।,santali_glossed_3.eaf,34,bele bele,Seasoned,,0.6828,0.6828,0.7071,0.0000,0.0000,high
SYN-00102,LOC_EXIST,dul mit̕-re saṇḍạsi minaʔ,There is tongs in/at confluence of two rivers.,নদীর সঙ্গম-তে চিমটা আছে।,lexicon.eaf,167,gaɖa gaɖa,river,,0.8210,0.8210,0.5000,0.0000,0.0000,high
SYN-00105,IMPERATIVE,janao me,Please to tell.,বলা।,santali_imperatives_glossed.eaf,4,ɔnaʈaʔ ɟɘɽ lɘ͡i-mɛ ɔna-ʈaʔ ɟɘɽ lɘ͡i-mɛ,Tell that incident.,,0.6718,0.5778,0.7071,0.0000,0.0000,high
SYN-00109,SUBJ_ADJ,abo dɔ ar kan-a-bon,we are other.,"আমরা অন্য, অপর।",santali_glossed_3.eaf,76,ɛʈaʔ ɛʈaʔ,Other/Another,,0.6804,0.6804,0.7071,0.0000,0.0000,high
SYN-00110,LOC_EXIST,ipil-re kạmi minaʔ,There is act in/at star.,তারকা-তে কাজ আছে।,lexicon.eaf,170,ipil ipil,star,,0.6890,0.6890,0.7071,0.0000,0.5000,high
SYN-00113,IMPERATIVE,bhirobhoro me,Please burst.,ফেটে যাওয়া।,lexicon.eaf,57,ɔɽɛʲc̚ʔ ɔɽɛʲc̚ʔ,to crack/burst,,0.7071,0.7071,0.7071,0.0000,0.0000,high
SYN-00115,LOC_EXIST,ḍobhak̕-re cirioṅ minaʔ,There is chirp of birds in/at puddle.,কাদার গর্ত-তে পাখির কিচিরমিচির আছে।,lexicon.eaf,129,cɛɽɛ̃ cɛɽɛ̃,bird,,0.6022,0.6022,0.5774,0.0000,0.0000,high
SYN-00139,DEMO_ADJ,nɔa dɔ rakraka kan-a,This is sticking out.,এটা বেরিয়ে থাকা।,santali_glossed_new_2.eaf,33,mãt̪ʔ ɾe.jaʔ ʈʰeŋga mãt̪ʔ ɾe.j-aʔ ʈʰeŋga,Stick of bamboo.,,0.5779,0.5779,0.5000,0.0000,0.0000,high
SYN-00147,NUM_NOUN_EXIST,cạr girjạ minaʔ,There are/is four church.,চার গির্জা আছে।,santali_new_glossed.eaf,108,pon pon,Four,,0.7248,0.7248,0.7071,0.0000,0.0000,high
SYN-00148,OBJECT_VERB_NEG,iɲ dɔ huh-to bɔ-iɲ gurgur-a,I do not to intercept with calls of beasts & bears.,আমি বন্য প্রাণীর ডাক বাধা দেওয়া না।,lexicon.eaf,138,bana bana,bear,,0.7674,0.7674,0.5000,0.0000,0.0000,high
SYN-00150,OBJECT_VERB,uni dɔ datka oṛak̕-i barac̕-a,he/she does bubble up with kitchen.,সে রান্নাঘর বুদবুদ ওঠা।,santali_glossed_3.eaf,130,culhɘ ɔɽaʔ culhɘ ɔɽaʔ,Kitchen,,0.7718,0.7718,0.5774,0.0000,0.0000,high
SYN-00155,PLACE_VERB,uni dɔ khola oṛak̕-re biṇḍuc̕ saṭok̕ kan-a,he/she does pout in/at guest chamber.,সে অতিথিশালা-তে ঠোঁট ফোলানো।,santali_with_ipa.eaf,1,uni d̪ɔ iɲren peɽɑ kɑn-ɑ-e uni d̪ɔ iɲ-ren peɽɑ kɑn-ɑ-e uni d̪ɔ iɲren peɽɑ kɑnɑe,She is my guest.,,1.0000,1.0000,0.5774,0.0000,0.0000,high
SYN-00159,IMPERATIVE,e̱ṭe̱c̕ me,Please try.,চেষ্টা করা।,lexicon.eaf,38,kuɾumuʈu kuɾumuʈu,to try,,1.0000,1.0000,1.0000,0.0000,0.0000,high
SYN-00160,SUBJ_VERB_NEG_FUTURE,iɲ dɔ bɔ-iɲ cas-a,I will not cultivate.,আমি চাষ করা করবে না।,lexicon.eaf,18,cas bas cas bas,to cultivate,,1.0000,1.0000,1.0000,0.0000,0.0000,high
SYN-00161,DEMO_ADJ,nɔa dɔ chãṭ kan-a,This is urgent.,এটা জরুরি।,santali_pasted_text.eaf,114,ɘɖi usɘɾa ɾaːnɛ ɟɘɾuɽa ɘɖi usɘɾa ɾaːnɛ ɟɘɾuɽ-a,Urgent treatment is needed.,,0.6504,0.6504,0.5774,0.0000,0.0000,high
SYN-00162,LOC_NEG_EXIST,phãk-re bạdi banuʔ-a,There is no accuser in/at rift.,ফাটল-তে অভিযোগকারী নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7572,0.7572,0.2887,0.0000,0.0000,high
SYN-00164,SUBJ_VERB_NEG_PRESENT,am dɔ ba-m bapo̱ti dho̱n kan-a,you do not divide paternal estate.,তুমি পৈতৃক সম্পত্তি ভাগ করা না।,lexicon.eaf,220,gɔɽɔm a.jo gɔɽɔm a.jo,grandmother (paternal),,0.7622,0.7622,0.4082,0.0000,0.0000,high
SYN-00170,SUBJ_ADJ,am dɔ ghorao kan-a-m,you are incubated (egg).,তুমি ডিমে তা দেওয়া।,santali_glossed_3.eaf,133,bele bele,Egg,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00176,OBJECT_VERB_NEG,uni dɔ nạkic̕-to ba-e luhu cuhu-a,he/she does not to flatter with comb.,সে চিরুনি চাটুকারিতা করা না।,santali_glossed_3.eaf,104,nɘkiʲc̚ʔ nɘkiʲc̚ʔ,The Comb,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00177,LOC_NEG_EXIST,ḍhip-re thobla banuʔ-a,There is no cluster in/at island.,দ্বীপ-তে থোকা নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7572,0.7572,0.2887,0.0000,0.0000,high
SYN-00179,OBJECT_VERB_NEG,iɲ dɔ kukri-to bɔ-iɲ caṅ cuṅ-a,I do not exhaust with pig.,আমি শুয়োর নিঃশেষ করা না।,lexicon.eaf,135,suk̚ɾi suk̚ɾi,pig,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00181,SUBJ_ADJ,iɲ dɔ mạhit kan-a,I am handsome.,আমি সুন্দর।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7841,0.7841,0.5000,0.0000,0.4743,high
SYN-00182,PLACE_VERB,am dɔ araraok̕-re bhidi kan-a,you do reconnoitre in/at mellowing/Ripening of fruit.,"তুমি ফল পাকা, পক্বতা-তে অনুসন্ধান চালানো।",lexicon.eaf,181,ɟɔː ɟɔː,fruit,,1.0000,1.0000,0.5000,0.0000,0.0000,high
SYN-00185,LOC_NEG_EXIST,khãedak̕ khredak̕-re lapak̕ banuʔ-a,There is no flop in/at succession of pits & ravines.,গর্ত ও খাদের সারি-তে ধপ করে পড়া নেই।,santali_glossed_dialogues.eaf,20,"baŋ, lahaɾɛ d̪ɔ alɔm kiɾiɲa baŋ laha-ɾɛ d̪ɔ alɔ-m kiɾiɲ-a","No, no need to buy first.",,0.7572,0.7572,0.2236,0.0000,0.0000,high
SYN-00194,DEMO_NOM,nɔa dɔ udrạṅ mala kan-a,This is praying-beads.,এটা জপমালা।,lexicon.eaf,52,bint̪i bint̪i,to pray,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00195,DEMO_NEG_NOM,nɔa dɔ bõ̠s dɔ ba-ŋ kan-a,This is not family.,এটা পরিবার নয়।,santali_glossed_3.eaf,12,gʰaɾɔɟ gʰaɾɔɟ,Family,,1.0000,1.0000,1.0000,0.0000,0.0000,high
SYN-00198,IMPERATIVE,lasok̕ me,Please to take mouthfuls.,গ্রাস করা।,lexicon.eaf,9,hat̪a͡o̯ hat̪a͡o̯,to take,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00199,YESNO_ADJ,nɔa dɔ galgul kan-a?,Is this speaking?,এটা কি বলা?,bangla_sentences_glossed.eaf,13,iɲd̪ɔ baŋlat̪ɛ kat̪ʰaɲ ɾɔːɽa aɾ iŋɾeɟit̪ɛhɔ̃ katʰaɲ ɾɔɽ d̪aɽeo̯͡aʔa iɲ-d̪ɔ baŋla-t̪ɛ kat̪ʰa-iɲ ɾɔːɽ-a aɾ iŋɾeɟi-t̪ɛ-hɔ̃ katʰa-iɲ ɾɔɽ d̪aɽe-o̯͡a-ʔ-a,I speak Bengali and can also speak English.,,0.7022,0.7022,0.4472,0.0000,0.0000,high
SYN-00200,DEMO_NEG_NOM,ona dɔ ghera dɔ ba-ŋ kan-a,That is not tambourine (a kind of).,ওটা ঢপলি / একধরনের তবলা নয়।,santali_glossed_new_2.eaf,140,cɛt̪ʔlɛka cɛt̪ʔ-lɛka,How/What kind.,,0.6969,0.6969,0.4082,0.0000,0.0000,high
SYN-00207,SUBJ_VERB_NEG_PRESENT,uni dɔ ba-e ḍuyuṅ kan-a,he/she does not follow.,সে অনুসরণ করা না।,matthew_santali_glossed.eaf,35,Dela pañjañme Khange beretkateye panjakeeda Dela pañjan-me Khange beret-kate-ye panja-ke-da,Follow me and immediately he got up and followed him.,,0.7016,0.7016,0.4082,0.0000,0.0000,high
SYN-00209,PROHIBITIVE,alɔ-m beṭhãṛ-a,Do not sit.,বসা না।,lexicon.eaf,1,d̪uɽup̚ʔ d̪uɽup̚ʔ,to sit,,1.0000,1.0000,1.0000,0.0000,0.0000,high
SYN-00210,OBJECT_VERB_NEG,iɲ dɔ ge̱ḍe̱-to bɔ-iɲ baṇḍra-a,"I do not nickname, to with duck.",আমি হাঁস ডাকনাম দেওয়া না।,lexicon.eaf,131,gɛɖɛ gɛɖɛ,duck,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00215,LOC_EXIST,gaḍa-re dumur minaʔ,There is species of honey bee in/at depression.,গর্ত / নিচু জায়গা-তে মধুমক্ষিকা আছে।,lexicon.eaf,151,ɲɛlɛ ɲɛlɛ,bee,,0.7922,0.7922,0.5000,0.0000,0.0000,high
SYN-00223,PLACE_VERB,uni dɔ nại-re bandho̱n kan-a,"he/she does tie, to in/at damuda river.",সে দামোদর নদী-তে বেঁধে ফেলা।,lexicon.eaf,19,bad̪ʰa bad̪ʰa,to tie up,,0.6264,0.6264,0.4082,0.0000,0.0000,high
SYN-00226,SUBJ_VERB_NEG_PRESENT,uni dɔ ba-e ạcur kan-a,he/she does not return.,সে ফেরা না।,lexicon.eaf,35,ɾu̯͡ɘɽ ɾu̯͡ɘɽ,to return,,1.0000,1.0000,1.0000,0.0000,0.0000,high
SYN-00227,DEMO_NOM,ona dɔ guḍi kan-a,That is kite (bird).,ওটা চিল।,lexicon.eaf,129,cɛɽɛ̃ cɛɽɛ̃,bird,,0.6718,0.5762,0.7071,0.0000,0.0000,high
SYN-00234,LOC_EXIST,dak̕-re be̱ne̱t̕ minaʔ,There is stopper in/at rain.,বৃষ্টি-তে ছিপি আছে।,santali_paradigm_glossed.eaf,8,d̪ad̪aʔkana͡i̯ d̪ad̪aʔ-kana-i̯,It's raining.,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00236,DEMO_NEG_NOM,nɔa dɔ jạpti dɔ ba-ŋ kan-a,This is not deposit (money in court).,এটা আমানত নয়।,lexicon.eaf,28,ɟɔma d̪ɔho͡i̯ ɟɔma d̪ɔho͡i̯,to deposit,,0.6487,0.6487,0.5774,0.0000,0.0000,high
SYN-00237,OBJECT_VERB_NEG,iɲ dɔ cuńci-to bɔ-iɲ cuṇḍul bhuṭul-a,I do not roam with pap.,আমি স্তনবৃন্ত ঘুরে বেড়ানো না।,santali_with_ipa.eaf,120,iɲ-d̪o d̪aɾan iŋ tʃalaʔ kan-a iɲ-d̪o d̪aɾan iŋ tʃalaʔ kan-a iɲd̪o d̪ɑɾɑn iŋ t͡ʃɑlɑʔ kɑnɑ,I go to roam.,,0.8543,0.8543,0.5000,0.0000,0.0000,high
SYN-00238,IMPERATIVE,bhad me,Please love.,ভালোবাসা।,santali_glossed_3.eaf,127,d̪ulɘɽ d̪ulɘɽ,Love,,1.0000,1.0000,1.0000,0.0000,0.0000,high
SYN-00241,OBJECT_VERB_NEG,abo dɔ mungạ-to ba-bon baḍae-a,"we do not recognize, to with ben nut tree.",আমরা বেন নাট গাছ চিনতে পারা না।,lexicon.eaf,4,op̚ɾom op̚ɾom,to recognize,,0.8216,0.8216,0.5000,0.0000,0.0000,high
SYN-00242,SUBJ_ADJ,iɲ dɔ gạ̃gũ kan-a,I am nasal.,আমি নাকি স্বরের।,santali_paradigm_glossed.eaf,72,iɲiɲ ɾɔɾɔɽ kana iɲ-iɲ ɾɔ-ɾɔɽ kan-a,I am saying.,,0.7841,0.7841,0.5000,0.0000,0.4743,high
SYN-00245,YESNO_VERB,iɲ dɔ khalas kan-a?,Do I to be delivered?,আমি কি প্রসব হওয়া?,lexicon.eaf,20,sɛʈɛɾ kaʔ sɛʈɛɾ kaʔ,to deliver,,1.0000,1.0000,1.0000,0.0000,0.0000,high
SYN-00246,ADJ_NOUN,nɔa dɔ jaṭaṅ bo̱ro̱ kan-a,This is a adhesive heart.,এটা আঠালো হৃদয়।,lexicon.eaf,110,kɔɽam kɔɽam,heart,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00253,PLACE_VERB,abo dɔ le̱dle̱de̱-re halaṅ kan-a,we do to amass in/at percolation / carrying away by water.,আমরা জলের স্রোতে ভেসে যাওয়া-তে জড়ো করা / সঞ্চয় করা।,santali_imperatives_glossed.eaf,55,ɘɖi sɘŋgiɲ ɘɖi sɘŋgiɲ,Far Away,,0.5847,0.5847,0.3162,0.0000,0.0000,high
SYN-00256,ADV_VERB,iɲ dɔ hola bele kan-a,I do fester yesterday.,আমি গতকাল পচে যাওয়া।,santali_imperatives_glossed.eaf,43,hɔla hɔla,Yesterday,,1.0000,1.0000,0.7071,0.0000,0.0000,high
SYN-00262,PLACE_VERB,iɲ dɔ ḍhip-re aṭhaona paṭhaona kan-a,I do send messages in/at island.,আমি দ্বীপ-তে বার্তা আদানপ্রদান।,santali_pasted_text.eaf,54,"ʈʰikgeja, kolkaimɛ ʈʰik-ge-ja, kol-kai-mɛ","All right, send her.",,0.6762,0.6762,0.3333,0.0000,0.0000,high
SYN-00267,DEMO_ADJ,nɔa dɔ ẽṛga kan-a,This is counter.,এটা বিপরীত।,santali_dialogues_glossed.eaf,28,amd̪ɔ ponɛ d̪ɔsʈasɛʲc̚ʔ ka͡u̯nʈaɾɾɛm t̪ahɛ̃na am-d̪ɔ ponɛ d̪ɔsʈa ka͡u̯nʈaɾ-ɾɛ-m t̪ahɛ̃n-a,You will be at the counter by 09:45 PM.,,0.7248,0.7248,0.7071,0.0000,0.0000,high
SYN-00268,PROHIBITIVE,alɔ-m aṅge-a,"Do not take, to.","নেওয়া, গ্রহণ করা না।",lexicon.eaf,9,hat̪a͡o̯ hat̪a͡o̯,to take,,1.0000,1.0000,1.0000,0.0000,0.0000,high
SYN-00269,LOC_EXIST,ipil-re sil so̱ro̱m minaʔ,There is gravity in/at star.,তারকা-তে গাম্ভীর্য আছে।,lexicon.eaf,170,ipil ipil,star,,1.0000,1.0000,0.7071,0.0000,0.4472,high
SYN-00271,DEMO_NOM,nɔa dɔ dak̕ dak̕ramak̕ kan-a,This is thatching grass.,এটা ছাউনির ঘাস।,santali_new_glossed (1).eaf,38,biɾ ɾe.jaʔ sɘ͡o̯ɽit̪ɛ ɔɽaʔɾe.jaʔ sat̪eko d̪aːba biɾ ɾe-jaʔ sɘ͡o̯ɽi-t̪ɛ ɔɽaʔ-ɾe-jaʔ sat̪e-ko d̪aː-b-a,Houses are covered with the forest thatch.,,0.5846,0.5846,0.3536,0.0000,0.0000,high
SYN-00276,ADV_VERB,iɲ dɔ kuḍạm dạhin kan-a,I do be pleased behind.,আমি পিছনে খুশি হওয়া।,santali_imperatives_glossed.eaf,53,t̪a.jɔm-sɛc̚ʔ t̪a.jɔm-sɛc̚ʔ,Behind,,0.7071,0.7071,0.7071,0.0000,0.0000,high
SYN-00278,SUBJ_VERB_PAST,am dɔ kuṭạm-len-a,you did to fell (as an ox).,তুমি কাটা (পশু) করেছিল।,santali_glossed_new_2.eaf,45,d̪aɾekʰɔnɛ ɲuɾhɘ.jena d̪aɾe-kʰɔn-ɛ ɲuɾ-hɘ.j-ena,Fell from the tree.,,0.7894,0.7894,0.5000,0.0000,0.0000,high
SYN-00291,SUBJ_NEG_ADJ,uni dɔ ba-e rakraka kan-a,he/she is not sticking out.,সে বেরিয়ে থাকা নয়।,santali_glossed_new_2.eaf,33,mãt̪ʔ ɾe.jaʔ ʈʰeŋga mãt̪ʔ ɾe.j-aʔ ʈʰeŋga,Stick of bamboo.,,0.5779,0.5779,0.5000,0.0000,0.0000,high
SYN-00295,NUM_NOUN_EXIST,pe̱ pea gaṇḍ minaʔ,There are/is three swelling of glands.,তিন গ্রন্থির ফোলা আছে।,santali_new_glossed.eaf,107,pɛ pɛ,Three,,0.6964,0.6964,0.5774,0.0000,0.0000,high
SYN-00304,OBJECT_VERB,am dɔ so̱sro̱c̕-i kaṭok̕-a,you do to pop into mouth with grasshopper.,তুমি ঘাসফড়িং মুখে পুরে ফেলা।,lexicon(1).eaf,89,moca moca,mouth,,0.7350,0.7350,0.5000,0.0000,0.0000,high
