dataset_file,generated_id,generated_santali,generated_english,generated_bangla,best_gt_source,best_gt_id,best_gt_santali,best_gt_english,best_gt_bangla,combined_score,english_word_score,english_overlap_score,bangla_overlap_score,santali_overlap_score,content_word_overlap,content_jaccard,exact_santali_match,exact_english_match,exact_bangla_match,strict_reviewable,weak_auto_match
santali_synthetic_40k_sentences.csv,SYN-12851,am dɔ leṭaṅ kan-a?,Do you to attend to many things?,তুমি কি একাধিক কাজ সামলানো?,output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,0.8358,0.8358,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-15165,uni dɔ ba-e leṭaṅ kan-a,he/she does not to attend to many things.,সে একাধিক কাজ সামলানো না।,output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,0.8358,0.8358,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-17523,leṭaṅ me,Please to attend to many things.,একাধিক কাজ সামলানো।,output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,0.8358,0.8358,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-19309,iɲ dɔ tho̱l-re leṭaṅ kan-a,I do to attend to many things in/at abode.,আমি বাসস্থান-তে একাধিক কাজ সামলানো।,output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,0.8358,0.8358,0.5774,0.0000,0.0000,2,0.4000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-20431,abo dɔ sisir dak̕-re leṭaṅ kan-a,we do to attend to many things in/at dew.,আমরা শিশির-তে একাধিক কাজ সামলানো।,output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,0.8358,0.8358,0.5774,0.0000,0.0000,2,0.4000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-23318,am dɔ leṭaṅ kan-a-m,you do to attend to many things.,তুমি একাধিক কাজ সামলানো।,output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,0.8358,0.8358,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-28513,iɲ dɔ bɔ-iɲ leṭaṅ-a,I will not to attend to many things.,আমি একাধিক কাজ সামলানো করবে না।,output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,0.8358,0.8358,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-29278,uni dɔ ba-e leṭaṅ-a,he/she will not to attend to many things.,সে একাধিক কাজ সামলানো করবে না।,output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,0.8358,0.8358,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-30922,am dɔ so̱re̱nko-re leṭaṅ kan-a,you do to attend to many things in/at the Pleiades.,তুমি কৃত্তিকা নক্ষত্র-তে একাধিক কাজ সামলানো।,output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,0.8358,0.8358,0.5774,0.0000,0.0000,2,0.4000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-37439,am dɔ ba-m leṭaṅ-a,you will not to attend to many things.,তুমি একাধিক কাজ সামলানো করবে না।,output_layoutA (1).csv,55,ɔɽaʔɾɛhɔ̃ a͡i̯ma kɘmi mena.a,There are many things to do at home.,,0.8358,0.8358,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-06018,goṛa oṛak̕-re tale minaʔ,There is palmyra palm in/at byre (cattle shed).,গোয়াল / গরুর ঘর-তে তাল গাছ আছে।,output_layoutA (1).csv,67,t̪ale,palmyra palm,,0.8354,0.8354,0.6325,0.0000,0.0000,2,0.4000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-31520,ona dɔ bihạl era tale kan-a,That is a married palmyra palm.,ওটা বিবাহিত তাল গাছ।,output_layoutA (1).csv,67,t̪ale,palmyra palm,,0.8354,0.8354,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-31531,uni dɔ tale-i go̱ṅ-a,he/she does to answer with palmyra palm.,সে তাল গাছ উত্তর দেওয়া।,output_layoutA (1).csv,67,t̪ale,palmyra palm,,0.8302,0.8302,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-23702,turui tale minaʔ,There are/is six palmyra palm.,ছয় তাল গাছ আছে।,output_layoutA (1).csv,67,t̪ale,palmyra palm,,0.8240,0.8240,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-03693,uni dɔ goras sãohã-a,he/she will to take care of.,সে যত্ন নেওয়া করবে।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-05621,iɲ dɔ goras sãohã kan-a?,Do I to take care of?,আমি কি যত্ন নেওয়া?,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-09325,am dɔ goras sãohã-a,you will to take care of.,তুমি যত্ন নেওয়া করবে।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-15147,goras sãohã me,Please to take care of.,যত্ন নেওয়া।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-16137,iɲ dɔ bɔ-iɲ goras sãohã-a,I will not to take care of.,আমি যত্ন নেওয়া করবে না।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-16799,iɲ dɔ raṅga rạṅgi goras sãohã kan-a,I do to take care of fiercely.,আমি প্রচণ্ডভাবে যত্ন নেওয়া।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-16823,am dɔ tejo-to ba-m goras sãohã-a,you do not to take care of with larvae.,তুমি লার্ভা যত্ন নেওয়া না।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-20436,abo dɔ ba-bon goras sãohã kan-a,we do not to take care of.,আমরা যত্ন নেওয়া না।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-32041,uni dɔ goras sãohã kan-a?,Does he/she to take care of?,সে কি যত্ন নেওয়া?,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-33320,uni dɔ ba-e goras sãohã-a,he/she will not to take care of.,সে যত্ন নেওয়া করবে না।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-33491,iɲ dɔ goras sãohã-len-a,I did to take care of.,আমি যত্ন নেওয়া করেছিল।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-33798,am dɔ goras sãohã-len-a,you did to take care of.,তুমি যত্ন নেওয়া করেছিল।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-38104,abo dɔ goras sãohã-a,we will to take care of.,আমরা যত্ন নেওয়া করবে।,Santali_dataset_parsed.csv,1028,uni d̪ɔ gʰaɾɔɟɾe.jaʔɛ ɲɛɭbaɽa.ja.,He takes care of the family.,তিনি পরিবারের দেখাশোনা করেন।,0.8237,0.8237,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-06697,iɲ dɔ gayaṅ kan-a,I am slinking here and there.,আমি চুপিসারে ঘোরাফেরা।,output_layoutA (1).csv,56,"hɛ̃, minɘɲgecɔ","Yes, I am here.",,0.8212,0.8212,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-23012,gheola-re tale minaʔ,There is palmyra palm in/at ebb and flow.,জোয়ার-ভাটা-তে তাল গাছ আছে।,output_layoutA (1).csv,67,t̪ale,palmyra palm,,0.8165,0.8165,0.7071,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-18239,iɲ dɔ bɔ-iɲ dharahara kan-a,I am not fine and beautiful.,আমি সুন্দর ও মিহি নয়।,output_layoutA (1).csv,3,mɔ̃ɟge menɘɲɘ,I am fine.,,0.8113,0.8113,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-10997,iɲ dɔ aotan-re gạchiạu kan-a,"I do transplant (from thick to thin) in/at covert, a.","আমি আড়াল, গোপন আশ্রয়-তে চারা স্থানান্তর করা।",output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja,Is the stool thin or thick?,,0.7944,0.7944,0.5774,0.0000,0.0000,2,0.4000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-11334,iɲ dɔ bɔ-iɲ gạchiạu kan-a,I do not transplant (from thick to thin).,আমি চারা স্থানান্তর করা না।,output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja,Is the stool thin or thick?,,0.7944,0.7944,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-11379,uni dɔ gạchiạu-len-a,he/she did transplant (from thick to thin).,সে চারা স্থানান্তর করা করেছিল।,output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja,Is the stool thin or thick?,,0.7944,0.7944,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-18137,gạchiạu me,Please transplant (from thick to thin).,চারা স্থানান্তর করা।,output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja,Is the stool thin or thick?,,0.7944,0.7944,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-18589,abo dɔ gạchiạu kan-a?,Do we transplant (from thick to thin)?,আমরা কি চারা স্থানান্তর করা?,output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja,Is the stool thin or thick?,,0.7944,0.7944,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-18856,am dɔ gạchiạu-len-a,you did transplant (from thick to thin).,তুমি চারা স্থানান্তর করা করেছিল।,output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja,Is the stool thin or thick?,,0.7944,0.7944,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-30310,abo dɔ ba-bon gạchiạu-a,we will not transplant (from thick to thin).,আমরা চারা স্থানান্তর করা করবে না।,output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja,Is the stool thin or thick?,,0.7944,0.7944,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-32713,iɲ dɔ gạchiạu kan-a?,Do I transplant (from thick to thin)?,আমি কি চারা স্থানান্তর করা?,output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja,Is the stool thin or thick?,,0.7944,0.7944,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-33186,alɔ-m gạchiạu-a,Do not transplant (from thick to thin).,চারা স্থানান্তর করা না।,output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja,Is the stool thin or thick?,,0.7944,0.7944,0.6667,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-33396,abo dɔ kuṇḍi-to ba-bon gạchiạu-a,we do not transplant (from thick to thin) with gizzard.,আমরা পাকস্থলী চারা স্থানান্তর করা না।,output_layoutA (1).csv,21,ʈɘnɖi-t̪ɛt̪̚ʔ d̪ɔ cɛt̪̚ʔ lɛhɛɾ-ge-ja sɛ kɛʈɛʲc̚ʔ-ge-ja,Is the stool thin or thick?,,0.7944,0.7944,0.5774,0.0000,0.0000,2,0.4000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-32386,abo dɔ pico̱po̱co̱ gitic̕ kan-a,we do to lie down below par.,আমরা নিম্নমানের শুয়ে পড়া।,output_layoutA (1).csv,69,lat̪aɾ-ɾɛ,Below / Down,,0.7924,0.7924,0.7071,0.0000,0.0000,2,0.5000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-39465,abo dɔ tạri liḍạk̕ kan-a,we do to shut down / below.,আমরা নিচে বন্ধ করা।,output_layoutA (1).csv,69,lat̪aɾ-ɾɛ,Below / Down,,0.7924,0.7924,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-05489,iɲ dɔ ucit kan-a,I am right.,আমি সঠিক।,Santali_dataset_parsed.csv,1433,sap̚ʔkid̪ɘɲ amge ʈʰik.,I am assuming you are right.,ধরে নিলাম আপনিই সঠিক।,0.7757,0.6917,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-38514,ko̱s kahạni minaʔ,There are/is two miles saying.,দুই মাইল কথা / উক্তি আছে।,Santali_dataset_parsed.csv,1666,ɘliɲliɲ ɾɔɽa.,We two will say.,আমরা দুইজন বলবো,0.7757,0.5928,0.8165,0.0000,0.0000,2,0.6667,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-20721,des-re lạhuc̕ banuʔ-a,There is no gait of tall person in/at country.,দেশ-তে লম্বা মানুষের হাঁটা নেই।,output_layoutA (1).csv,126,uni hɔrd̪ɔ ædi osul,That person is very tall.,,0.7616,0.7616,0.5774,0.0000,0.0000,2,0.4000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-05062,nɔa dɔ nepṛan ḍạr kan-a,This is a odious branch of tree.,এটা ঘৃণ্য ডাল।,output_layoutA (1).csv,34,noko d̪ɔ ba-ko d̪uɽup̚ʔ t̪ʰiɾ-u-a mit̪̚ʔ ɖɘɾ kʰɔn eʈaʔ ɖɘɾ-ko uɖɘ͡o̯ baɽa-j-a,"They do not sit in one place, but fly from one branch to another branch of trees.",,0.7519,0.7519,0.4714,0.0000,0.0000,2,0.2857,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-10613,nɔa dɔ akham dukham ḍạr kan-a,This is a anxious branch of tree.,এটা দুশ্চিন্তাগ্রস্ত ডাল।,output_layoutA (1).csv,34,noko d̪ɔ ba-ko d̪uɽup̚ʔ t̪ʰiɾ-u-a mit̪̚ʔ ɖɘɾ kʰɔn eʈaʔ ɖɘɾ-ko uɖɘ͡o̯ baɽa-j-a,"They do not sit in one place, but fly from one branch to another branch of trees.",,0.7519,0.7519,0.4714,0.0000,0.0000,2,0.2857,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-21066,ona dɔ ḍạr dɔ ba-ŋ kan-a,That is not branch of tree.,ওটা ডাল নয়।,output_layoutA (1).csv,34,noko d̪ɔ ba-ko d̪uɽup̚ʔ t̪ʰiɾ-u-a mit̪̚ʔ ɖɘɾ kʰɔn eʈaʔ ɖɘɾ-ko uɖɘ͡o̯ baɽa-j-a,"They do not sit in one place, but fly from one branch to another branch of trees.",,0.7519,0.7519,0.5774,0.0000,0.0000,2,0.3333,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-29017,uni dɔ tale-to ba-e mohṇḍa marao-a,he/she does not to put the finishing touches with palmyra palm.,সে তাল গাছ শেষ ছোঁয়া দেওয়া না।,output_layoutA (1).csv,67,t̪ale,palmyra palm,,0.7519,0.7519,0.6325,0.0000,0.0000,2,0.4000,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-29879,am-aʔ mit't'e ḍạr minaʔ,you have one branch of tree.,তুমি একটি ডাল আছে।,output_layoutA (1).csv,34,noko d̪ɔ ba-ko d̪uɽup̚ʔ t̪ʰiɾ-u-a mit̪̚ʔ ɖɘɾ kʰɔn eʈaʔ ɖɘɾ-ko uɖɘ͡o̯ baɽa-j-a,"They do not sit in one place, but fly from one branch to another branch of trees.",,0.7519,0.7519,0.5774,0.0000,0.0000,2,0.3333,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-30389,nɔa dɔ ḍạr dɔ ba-ŋ kan-a,This is not branch of tree.,এটা ডাল নয়।,output_layoutA (1).csv,34,noko d̪ɔ ba-ko d̪uɽup̚ʔ t̪ʰiɾ-u-a mit̪̚ʔ ɖɘɾ kʰɔn eʈaʔ ɖɘɾ-ko uɖɘ͡o̯ baɽa-j-a,"They do not sit in one place, but fly from one branch to another branch of trees.",,0.7519,0.7519,0.5774,0.0000,0.0000,2,0.3333,false,false,false,true,true
santali_synthetic_40k_sentences.csv,SYN-32223,loṅk̇a-re ḍạr banuʔ-a,There is no branch of tree in/at ceylon.,শ্রীলঙ্কা-তে ডাল নেই।,output_layoutA (1).csv,34,noko d̪ɔ ba-ko d̪uɽup̚ʔ t̪ʰiɾ-u-a mit̪̚ʔ ɖɘɾ kʰɔn eʈaʔ ɖɘɾ-ko uɖɘ͡o̯ baɽa-j-a,"They do not sit in one place, but fly from one branch to another branch of trees.",,0.7519,0.7519,0.4714,0.0000,0.0000,2,0.2857,false,false,false,true,true
generated_santali.jsonl,LLM-000003,apnar,Pradeep: You are right.,,Santali_dataset_parsed.csv,1077,am ʈʰikɛm mɛːnakad̪a.,Pradeep: You are right.,প্রদীপ: তুমি ঠিক বলেছ।,1.0000,1.0000,1.0000,0.0000,0.0000,2,1.0000,false,true,false,true,true
